21,"[[0.26777589 0.32875857 0.10009163 0.19637544 0.10699847]
 [0.24032504 0.02555583 0.31521217 0.29752159 0.12138537]
 [0.26262362 0.21074534 0.08002832 0.23686458 0.20973814]
 [0.28644532 0.12418964 0.188322   0.26616633 0.13487671]
 [0.15438431 0.0971522  0.2019911  0.37412585 0.17234654]]"
22,"[[0.44586199 0.24257217 0.13140034 0.09051386 0.08965163]
 [0.28042474 0.26611818 0.16257564 0.12738187 0.16349958]
 [0.07221048 0.27922718 0.07309655 0.31190755 0.26355824]
 [0.24006051 0.34696184 0.06664392 0.15952458 0.18680915]
 [0.16016461 0.18205103 0.35167358 0.25060867 0.05550212]]"
23,"[[0.04476356 0.1198536  0.30963743 0.30264167 0.22310373]
 [0.06005069 0.52528977 0.00721371 0.01132979 0.39611605]
 [0.16863703 0.37203955 0.26060044 0.09227854 0.10644444]
 [0.37108511 0.12130332 0.21575168 0.00435675 0.28750314]
 [0.21469557 0.23968607 0.24672984 0.17621235 0.12267617]]"
24,"[[0.25141245 0.02925097 0.39291672 0.17534755 0.15107231]
 [0.28113337 0.20906721 0.08252007 0.05163437 0.37564498]
 [0.31029424 0.03434593 0.12100656 0.29455967 0.23979361]
 [0.3508509  0.32224122 0.03722457 0.15373572 0.1359476 ]
 [0.23653818 0.23911834 0.1272608  0.29649102 0.10059165]]"
25,"[[0.0777689  0.30600478 0.19661507 0.33602676 0.08358449]
 [0.37365032 0.10664287 0.10281698 0.03290793 0.3839819 ]
 [0.28007413 0.14637625 0.21645713 0.20539553 0.15169696]
 [0.1963512  0.23795592 0.22734818 0.2381851  0.1001596 ]
 [0.2441441  0.11125768 0.24080444 0.1711762  0.23261759]]"
26,"[[0.13284739 0.30494686 0.25429897 0.2507058  0.05720098]
 [0.30917573 0.16564523 0.09126037 0.28174192 0.15217675]
 [0.13833936 0.32291485 0.28296123 0.04605403 0.20973054]
 [0.05213082 0.13287855 0.29733154 0.35977002 0.15788906]
 [0.01586133 0.38951772 0.24330923 0.2002949  0.15101681]]"
27,"[[0.06335371 0.30147884 0.06163085 0.53262823 0.04090837]
 [0.01309875 0.26879373 0.26491347 0.20063138 0.25256266]
 [0.22291609 0.26105426 0.2130844  0.18229249 0.12065276]
 [0.15401453 0.16210186 0.07427863 0.29818938 0.31141559]
 [0.20944719 0.13867051 0.12361455 0.19644143 0.33182633]]"
28,"[[0.2572531  0.25942694 0.1778374  0.17775319 0.12772937]
 [0.40724633 0.29104316 0.0226271  0.19487169 0.08421173]
 [0.27214296 0.22276385 0.1969395  0.03681299 0.2713407 ]
 [0.06122362 0.24281421 0.26499908 0.19968523 0.23127786]
 [0.1744309  0.406111   0.15070862 0.14939551 0.11935397]]"
29,"[[0.30939457 0.3514341  0.22477883 0.03142638 0.08296612]
 [0.30867045 0.12018701 0.1993783  0.06468607 0.30707816]
 [0.12687201 0.23673505 0.00920142 0.33722061 0.28997092]
 [0.21501503 0.21879069 0.28239856 0.17250302 0.11129269]
 [0.07380287 0.138871   0.35466137 0.27581841 0.15684635]]"
30,"[[0.2270755  0.18658052 0.24534576 0.02283763 0.31816059]
 [0.41078617 0.21482296 0.0195204  0.09235599 0.26251449]
 [0.33361933 0.16736571 0.22315339 0.00986661 0.26599496]
 [0.28188197 0.25934462 0.13303523 0.23212807 0.0936101 ]
 [0.22807351 0.42617828 0.0484801  0.17395763 0.12331049]]"
31,"[[0.11880343 0.2779638  0.24712426 0.17447499 0.18163352]
 [0.19287843 0.17350948 0.21967076 0.40367986 0.01026147]
 [0.36591245 0.20501488 0.28748459 0.06047804 0.08111005]
 [0.22545839 0.42084593 0.07732327 0.2089376  0.0674348 ]
 [0.23549379 0.07886169 0.28579174 0.34297282 0.05687996]]"
32,"[[0.34191378 0.19578685 0.08462428 0.2046945  0.17298059]
 [0.16968268 0.1347004  0.22298366 0.25562947 0.21700379]
 [0.22911826 0.2269571  0.12728503 0.22686744 0.18977218]
 [0.02260106 0.45321705 0.18413654 0.02239146 0.31765389]
 [0.18586897 0.35855066 0.1334901  0.2212331  0.10085717]]"
33,"[[0.36952292 0.32091393 0.17346107 0.10285776 0.03324431]
 [0.10205484 0.28456937 0.0381287  0.1501857  0.42506138]
 [0.21595512 0.15241786 0.28262365 0.12193771 0.22706566]
 [0.2935023  0.16787698 0.13502802 0.16903665 0.23455605]
 [0.1909191  0.16166811 0.31830953 0.00909131 0.32001196]]"
34,"[[0.22383255 0.19605567 0.18791436 0.20620972 0.1859877 ]
 [0.30575943 0.14460611 0.09324581 0.27303112 0.18335753]
 [0.04584403 0.04378699 0.24705442 0.41094655 0.252368  ]
 [0.47613915 0.2355281  0.11201485 0.15629137 0.02002652]
 [0.42101499 0.22468446 0.15548395 0.17952502 0.01929158]]"
35,"[[0.36440161 0.15242106 0.38190365 0.06215494 0.03911874]
 [0.1759966  0.14595768 0.17390239 0.36872988 0.13541346]
 [0.07021241 0.3550841  0.26777146 0.00894035 0.29799169]
 [0.23375478 0.36556348 0.09534635 0.10326842 0.20206697]
 [0.26749327 0.45378821 0.06047548 0.10901913 0.10922392]]"
36,"[[0.07914806 0.33349804 0.28050986 0.16673664 0.1401074 ]
 [0.11996724 0.27881473 0.27973116 0.15116553 0.17032134]
 [0.23245557 0.24018351 0.22595912 0.16781344 0.13358835]
 [0.27927974 0.15663914 0.32657422 0.02096305 0.21654385]
 [0.09410781 0.24408256 0.48886447 0.0377944  0.13515076]]"
37,"[[0.23653821 0.1505859  0.15021308 0.22871094 0.23395187]
 [0.41080647 0.08928871 0.05546901 0.01431568 0.43012013]
 [0.54174583 0.04590087 0.13584582 0.22407526 0.05243221]
 [0.01982682 0.46782908 0.09416592 0.22405586 0.19412232]
 [0.21500061 0.23074731 0.17784832 0.18248989 0.19391387]]"
38,"[[0.13574942 0.10892963 0.4621511  0.20881272 0.08435713]
 [0.4363511  0.09269041 0.14331403 0.21963206 0.10801241]
 [0.2256645  0.27600113 0.14550195 0.29149166 0.06134077]
 [0.32170304 0.24988105 0.04695905 0.1969271  0.18452976]
 [0.06186142 0.1625787  0.22911585 0.10743267 0.43901136]]"
39,"[[0.23845808 0.24015942 0.02473846 0.32148604 0.175158  ]
 [0.25127104 0.16683569 0.29234265 0.24280398 0.04674665]
 [0.11731452 0.28065107 0.15482862 0.26860131 0.17860448]
 [0.19934802 0.2571826  0.12513195 0.18970598 0.22863145]
 [0.08476275 0.52163873 0.12353232 0.21221927 0.05784693]]"
40,"[[0.1131355  0.0895267  0.43635237 0.27153493 0.0894505 ]
 [0.35474674 0.2335638  0.07649271 0.19365526 0.1415415 ]
 [0.16843157 0.24830652 0.13217374 0.22109205 0.22999613]
 [0.26729847 0.1043345  0.35298569 0.1400281  0.13535325]
 [0.2127891  0.3429355  0.26980957 0.11413988 0.06032595]]"
41,"[[0.29988089 0.20891351 0.21882919 0.10372231 0.1686541 ]
 [0.29922563 0.27230738 0.16828033 0.07891684 0.18126982]
 [0.21479642 0.13366509 0.23239419 0.22889528 0.19024902]
 [0.1768152  0.30980686 0.12109279 0.07711398 0.31517117]
 [0.23864061 0.08882642 0.26756707 0.0190814  0.3858845 ]]"
42,"[[0.15949676 0.02364203 0.3738694  0.03128748 0.41170433]
 [0.0433872  0.52294744 0.0284853  0.02511001 0.38007005]
 [0.18568558 0.0233368  0.20845824 0.11172458 0.4707948 ]
 [0.1061099  0.38930387 0.19840766 0.23449922 0.07167934]
 [0.17590382 0.20684885 0.14761577 0.14313121 0.32650034]]"
43,"[[0.27433044 0.45853555 0.01153976 0.18419061 0.07140365]
 [0.31570379 0.22417375 0.07641222 0.22566596 0.15804428]
 [0.4021821  0.36012173 0.17857931 0.05766799 0.00144886]
 [0.39240399 0.18288569 0.23729838 0.14587191 0.04154003]
 [0.20208984 0.21735873 0.03871207 0.2802688  0.26157056]]"
44,"[[0.11237187 0.37457745 0.20757276 0.2565622  0.04891572]
 [0.38000759 0.25792195 0.00070621 0.18128206 0.18008219]
 [0.25927627 0.26105873 0.07701193 0.14886301 0.25379006]
 [0.29369053 0.15607617 0.15549674 0.22726877 0.16746779]
 [0.02843955 0.21925368 0.30323427 0.01906898 0.43000352]]"
45,"[[0.28545089 0.13365239 0.15486184 0.38048273 0.04555215]
 [0.27142703 0.26279667 0.09797426 0.23898533 0.12881671]
 [0.40698096 0.47257201 0.07947275 0.00803374 0.03294054]
 [0.1663784  0.0487861  0.35785027 0.38415611 0.04282913]
 [0.09810718 0.21880758 0.06051133 0.34704921 0.2755247 ]]"
46,"[[0.21454091 0.26366185 0.25114678 0.01871645 0.251934  ]
 [0.1942763  0.16970672 0.27552401 0.33410675 0.02638622]
 [0.1850266  0.26278042 0.19775085 0.13478907 0.21965306]
 [0.27755937 0.2769108  0.29427264 0.13278927 0.01846792]
 [0.30659862 0.01542295 0.24354953 0.17166432 0.26276458]]"
47,"[[0.26367604 0.17504426 0.03240394 0.14279322 0.38608255]
 [0.12215325 0.36754603 0.26198012 0.02650729 0.22181331]
 [0.21331302 0.30597058 0.20703818 0.27162955 0.00204867]
 [0.26905074 0.19189654 0.03411557 0.29449761 0.21043955]
 [0.2677611  0.22010595 0.29916549 0.18323642 0.02973105]]"
48,"[[0.16914177 0.37178128 0.10194726 0.35422737 0.00290232]
 [0.08982763 0.22378345 0.05373644 0.33312353 0.29952895]
 [0.23396683 0.34305414 0.19615017 0.13711945 0.08970941]
 [0.27034157 0.26236857 0.31142476 0.07165353 0.08421157]
 [0.23064393 0.15617085 0.25993989 0.22615031 0.12709503]]"
49,"[[0.23029167 0.24843364 0.301343   0.12194198 0.0979897 ]
 [0.24502143 0.0505941  0.2133525  0.29551963 0.19551234]
 [0.03679607 0.44117192 0.31129322 0.06962889 0.1411099 ]
 [0.36630998 0.20464437 0.26157059 0.10233953 0.06513552]
 [0.4287279  0.09642079 0.09668617 0.0179354  0.36022974]]"
50,"[[0.32557266 0.20300185 0.22038233 0.11346319 0.13757998]
 [0.27629728 0.14628106 0.42852398 0.01848074 0.13041695]
 [0.46610572 0.17477917 0.06954198 0.05245823 0.2371149 ]
 [0.2438073  0.2142583  0.20535025 0.03354117 0.30304297]
 [0.06679947 0.41521291 0.10771641 0.26217643 0.14809479]]"
51,"[[0.16900294 0.11046404 0.31349236 0.07947803 0.32756264]
 [0.28064929 0.47256601 0.12924949 0.09199789 0.02553732]
 [0.04498481 0.46656599 0.03926978 0.22925827 0.21992115]
 [0.22685956 0.17265186 0.05599985 0.26489111 0.27959762]
 [0.15958268 0.3623896  0.06203639 0.05424673 0.3617446 ]]"
52,"[[0.2652544  0.22696101 0.20249133 0.19820899 0.10708427]
 [0.55045812 0.15131284 0.00216135 0.18347768 0.11259001]
 [0.17079751 0.25424159 0.02714289 0.26879871 0.2790193 ]
 [0.21692195 0.2324969  0.14268764 0.38866472 0.01922878]
 [0.23079082 0.50323539 0.02651689 0.02707854 0.21237836]]"
53,"[[0.29321916 0.25103925 0.03939211 0.40359545 0.01275403]
 [0.30863957 0.04890007 0.17425449 0.22145416 0.24675172]
 [0.32942822 0.1727498  0.24348474 0.07250027 0.18183696]
 [0.11305445 0.25196097 0.14395681 0.28406363 0.20696414]
 [0.21163159 0.07221281 0.31901283 0.08385705 0.31328572]]"
54,"[[0.12079086 0.28493162 0.27628879 0.18708149 0.13090724]
 [0.20252713 0.20814102 0.13499378 0.17058676 0.28375131]
 [0.34942657 0.28875752 0.05418133 0.12705859 0.18057599]
 [0.358121   0.29141468 0.23254811 0.04164405 0.07627216]
 [0.20556366 0.1864877  0.38983013 0.15378743 0.06433109]]"
55,"[[0.23354014 0.2903818  0.22135295 0.13304595 0.12167917]
 [0.00333207 0.08701751 0.34115536 0.1675227  0.40097236]
 [0.22746992 0.13195926 0.35870503 0.26384277 0.01802302]
 [0.38525347 0.10406975 0.39758699 0.06168039 0.05140939]
 [0.24328964 0.0809003  0.29294273 0.20407826 0.17878907]]"
56,"[[0.17567497 0.14696473 0.25878091 0.21808867 0.20049072]
 [0.31667432 0.28939558 0.29322103 0.04318515 0.05752392]
 [0.09039684 0.3554306  0.25979327 0.15895162 0.13542767]
 [0.36954804 0.15860184 0.3982082  0.04812335 0.02551856]
 [0.20403638 0.30882292 0.09402768 0.30169433 0.09141869]]"
57,"[[0.29838123 0.02460398 0.25595527 0.18830667 0.23275285]
 [0.29402601 0.20558036 0.20454913 0.15314217 0.14270233]
 [0.05986316 0.23827814 0.20793257 0.1772954  0.31663073]
 [0.14708678 0.31433623 0.28015578 0.13328903 0.12513218]
 [0.15372969 0.4034969  0.32036874 0.0534572  0.06894748]]"
58,"[[0.11479433 0.14509179 0.31682097 0.32791018 0.09538272]
 [0.34989924 0.27048142 0.254843   0.10975664 0.0150197 ]
 [0.17789903 0.34698762 0.29365661 0.05454152 0.12691521]
 [0.16244308 0.20356025 0.30525231 0.05625549 0.27248887]
 [0.23727921 0.16447865 0.16747935 0.13599969 0.29476311]]"
59,"[[0.26267409 0.12787001 0.03160402 0.14884054 0.42901133]
 [0.03916887 0.3938534  0.09997659 0.24750997 0.21949117]
 [0.30595965 0.09833103 0.29196838 0.28958537 0.01415558]
 [0.19489716 0.26173818 0.23773641 0.29629863 0.00932961]
 [0.30734845 0.31533854 0.12949019 0.19056039 0.05726242]]"
60,"[[0.36415265 0.05678789 0.19422855 0.2708585  0.1139724 ]
 [0.32987102 0.20974682 0.37824114 0.01406495 0.06807607]
 [0.0762419  0.21090056 0.32900534 0.16081331 0.2230389 ]
 [0.46682282 0.14965226 0.09907926 0.02992947 0.25451618]
 [0.22664071 0.23644374 0.09395573 0.22998719 0.21297264]]"
61,"[[0.03897688 0.28422727 0.22441216 0.20293591 0.24944777]
 [0.15772598 0.30414381 0.11818847 0.11123569 0.30870604]
 [0.45154656 0.01085526 0.35065889 0.0254688  0.1614705 ]
 [0.25916239 0.13728435 0.04741485 0.54447043 0.01166798]
 [0.3316069  0.23573072 0.24552225 0.03508183 0.1520583 ]]"
62,"[[0.26059289 0.12779697 0.15602094 0.06435365 0.39123555]
 [0.26400553 0.01546202 0.1515307  0.16261127 0.40639048]
 [0.02958055 0.33569284 0.09852365 0.30964078 0.22656218]
 [0.12411926 0.31832752 0.07229754 0.2889851  0.19627059]
 [0.19011111 0.30163643 0.1833925  0.30465537 0.02020459]]"
63,"[[0.20097956 0.24451601 0.30259189 0.21564165 0.03627089]
 [0.29190455 0.22252627 0.08392883 0.15451048 0.24712987]
 [0.43525269 0.23442663 0.01796767 0.22303828 0.08931472]
 [0.02683043 0.35245608 0.00690118 0.16045048 0.45336183]
 [0.28865316 0.1504936  0.3830031  0.12692996 0.05092018]]"
64,"[[0.26230102 0.20949627 0.20055647 0.04608897 0.28155726]
 [0.20421581 0.05736612 0.15330662 0.44010384 0.14500761]
 [0.11024603 0.32778402 0.13832333 0.30846252 0.1151841 ]
 [0.14711217 0.4572558  0.11936155 0.04737439 0.22889609]
 [0.22036509 0.19629167 0.17751875 0.24367341 0.16215107]]"
65,"[[0.29005068 0.2247541  0.25792086 0.07460569 0.15266866]
 [0.00161684 0.12102239 0.37284315 0.28866013 0.21585749]
 [0.08962299 0.33329522 0.3254532  0.05394558 0.19768301]
 [0.25299812 0.03841981 0.25041171 0.31326782 0.14490254]
 [0.13328859 0.19350685 0.41467377 0.21380157 0.04472922]]"
66,"[[0.28812001 0.16826043 0.11957317 0.19492423 0.22912215]
 [0.14102516 0.26891901 0.40877481 0.15118897 0.03009205]
 [0.27728398 0.36801293 0.17793211 0.15657523 0.02019576]
 [0.30737135 0.34486196 0.24995022 0.01976606 0.07805041]
 [0.28388343 0.29217608 0.18449214 0.08444246 0.15500589]]"
67,"[[0.16393843 0.32941554 0.16660917 0.00726112 0.33277574]
 [0.0151853  0.31890714 0.38863907 0.20715123 0.07011725]
 [0.22656139 0.15895599 0.15835108 0.22677873 0.22935281]
 [0.10701828 0.2067232  0.23276556 0.29841957 0.15507339]
 [0.26184091 0.21232863 0.02579402 0.21665285 0.2833836 ]]"
68,"[[0.22963172 0.21332437 0.15931148 0.19580237 0.20193006]
 [0.21651965 0.08245999 0.34880213 0.05636013 0.29585809]
 [0.20745612 0.21592028 0.20381143 0.19596507 0.1768471 ]
 [0.21237765 0.20747554 0.00838747 0.18928658 0.38247276]
 [0.13412805 0.05948074 0.31389633 0.3441335  0.14836138]]"
69,"[[0.10828617 0.07969834 0.10628708 0.4642657  0.24146272]
 [0.05834562 0.43778052 0.03511913 0.3613025  0.10745222]
 [0.27504501 0.22830213 0.23236541 0.15023642 0.11405103]
 [0.29427801 0.26579567 0.11717666 0.20703774 0.11571193]
 [0.10613134 0.16193263 0.46868844 0.18348117 0.07976642]]"
70,"[[0.122537   0.35205803 0.36624052 0.09742307 0.06174137]
 [0.30221662 0.0866202  0.45379546 0.13445977 0.02290795]
 [0.18063977 0.3126502  0.10964893 0.27519838 0.12186271]
 [0.27510786 0.09235138 0.25608615 0.22863657 0.14781805]
 [0.19296869 0.30264451 0.32809069 0.09096328 0.08533284]]"
71,"[[0.28194513 0.24420595 0.31269088 0.13335562 0.02780242]
 [0.29626228 0.38633455 0.20572721 0.10093326 0.0107427 ]
 [0.29854645 0.38907326 0.00841946 0.13161562 0.17234521]
 [0.19753689 0.31992061 0.03678467 0.33131048 0.11444735]
 [0.24384804 0.03002932 0.07769858 0.42573271 0.22269135]]"
72,"[[0.04698685 0.34406079 0.15218612 0.16729623 0.28947001]
 [0.40874956 0.21842126 0.08173339 0.11742487 0.17367091]
 [0.32038797 0.07032306 0.42912107 0.15304548 0.02712242]
 [0.17895185 0.15176977 0.2908181  0.25425748 0.1242028 ]
 [0.60726383 0.19868089 0.11937486 0.02388807 0.05079235]]"
73,"[[0.1664829  0.29773808 0.38630378 0.09670729 0.05276795]
 [0.13649654 0.15648863 0.37171453 0.25831366 0.07698664]
 [0.25934536 0.15640964 0.03168479 0.33933696 0.21322324]
 [0.27458625 0.21883881 0.29192196 0.09646425 0.11818872]
 [0.23646009 0.05368718 0.23482729 0.24257107 0.23245437]]"
74,"[[0.30280895 0.35823964 0.12509006 0.11350431 0.10035703]
 [0.31665918 0.35509344 0.08669528 0.19560645 0.04594564]
 [0.18663309 0.23069798 0.10086125 0.2566886  0.22511907]
 [0.21753405 0.14177712 0.37371619 0.1902204  0.07675224]
 [0.33120065 0.10686731 0.04998838 0.23378165 0.27816201]]"
75,"[[0.43254799 0.02608928 0.12086471 0.30383466 0.11666337]
 [0.22265456 0.15586914 0.29453066 0.11522973 0.2117159 ]
 [0.13881534 0.23448539 0.09276988 0.29517942 0.23874997]
 [0.16081837 0.37144623 0.28672275 0.01953341 0.16147924]
 [0.24386223 0.24845358 0.11329618 0.1563696  0.23801841]]"
76,"[[0.36853681 0.05427581 0.10664941 0.37667785 0.09386012]
 [0.36227268 0.37332409 0.13609461 0.11287925 0.01542938]
 [0.15013747 0.26840957 0.30009677 0.18597469 0.0953815 ]
 [0.04816795 0.24514284 0.31916918 0.29261267 0.09490736]
 [0.05050411 0.39202788 0.03348257 0.13922502 0.38476043]]"
77,"[[0.04517487 0.14556627 0.28083097 0.19457366 0.33385423]
 [0.04903365 0.3681257  0.13350749 0.22280145 0.22653171]
 [0.36076894 0.15116102 0.28891538 0.03897881 0.16017585]
 [0.27519737 0.24690525 0.31349914 0.05002715 0.11437108]
 [0.23063752 0.37804316 0.04597339 0.23204873 0.11329719]]"
78,"[[0.45577436 0.04021162 0.05984547 0.16025386 0.2839147 ]
 [0.12391997 0.41183213 0.03181859 0.16053691 0.2718924 ]
 [0.20168571 0.31556144 0.13431797 0.14102735 0.20740753]
 [0.11077167 0.11303413 0.40306228 0.33618434 0.03694757]
 [0.41573903 0.1275509  0.08773518 0.06191559 0.3070593 ]]"
79,"[[0.22241708 0.27984576 0.15706025 0.07568696 0.26498995]
 [0.23312805 0.19169551 0.29253399 0.25669158 0.02595087]
 [0.28121442 0.21656532 0.1264216  0.20218917 0.17360949]
 [0.3902558  0.28457234 0.21487065 0.05405291 0.0562483 ]
 [0.02022366 0.28501309 0.05980748 0.30568591 0.32926986]]"
80,"[[0.1842429  0.17429842 0.24313726 0.22689387 0.17142755]
 [0.21895802 0.09325462 0.23653298 0.04908835 0.40216602]
 [0.01949074 0.28114399 0.07794194 0.20574018 0.41568315]
 [0.1452968  0.05873578 0.25744482 0.27848023 0.26004238]
 [0.22207309 0.15577527 0.21607318 0.20566655 0.2004119 ]]"
81,"[[0.07462518 0.1289383  0.22504924 0.18664004 0.38474725]
 [0.28875359 0.03332284 0.35227286 0.20523422 0.12041648]
 [0.07476792 0.36596256 0.06917821 0.14758926 0.34250205]
 [0.27147873 0.26818061 0.09183991 0.11505757 0.25344318]
 [0.13117411 0.42903231 0.17253412 0.0981389  0.16912057]]"
