25,"[[0.         0.96316294 0.43184166 1.         0.1608124 ]
 [0.74185638 0.70770039 0.29115319 0.         1.        ]
 [1.         0.         0.55826149 0.44496857 0.27422914]
 [0.48545491 0.99644194 0.6123228  1.         0.        ]
 [1.         0.         0.60836429 0.16714915 0.55462414]]"
26,"[[0.60804677 1.         0.80610779 0.72993494 0.        ]
 [1.         0.59596995 0.         0.62699169 0.52886298]
 [0.31208094 1.         0.9017585  0.         0.80662547]
 [0.         0.4050403  0.93330046 1.         0.89728518]
 [0.         1.         0.8251457  0.69809146 0.6777523 ]]"
27,"[[0.90083214 0.91426167 0.20044223 1.         0.        ]
 [0.         1.         0.49904407 0.00477958 0.12518093]
 [0.71404819 1.         0.38324467 0.33709557 0.        ]
 [0.17466475 0.40592989 0.         0.61950056 1.        ]
 [0.73110938 0.64972424 0.         0.68701262 1.        ]]"
28,"[[0.84065593 1.         0.63904087 0.20202367 0.        ]
 [1.         0.87416067 0.         0.51624712 0.42523748]
 [1.         0.32284032 0.19687461 0.         0.72159519]
 [0.         0.75067513 1.         0.30428354 0.34731896]
 [0.38444319 1.         0.35007317 0.09499166 0.        ]]"
29,"[[0.8374441  1.         0.16958628 0.         0.08299883]
 [1.         0.26150052 0.52565267 0.         0.79927203]
 [0.07322386 0.39448244 0.         1.         0.88260337]
 [0.20594139 0.28806772 1.         0.02247974 0.        ]
 [0.         0.16130875 1.         0.79243491 0.19887525]]"
30,"[[0.25180531 0.20370124 0.56962349 0.         1.        ]
 [1.         0.66197561 0.         0.10573354 0.90193157]
 [1.         0.14953016 0.18005166 0.         0.36253741]
 [1.         0.92245606 0.3448683  0.6476475  0.        ]
 [0.89976462 1.         0.         0.21455517 0.19008929]]"
31,"[[0.         1.         0.77244199 0.23309336 0.60937075]
 [0.31554438 0.22404868 0.49548219 1.         0.        ]
 [1.         0.54239005 0.90844716 0.         0.53138773]
 [0.65873353 1.         0.44058317 0.5032698  0.        ]
 [0.38049516 0.20055641 0.80539327 1.         0.        ]]"
32,"[[1.         0.57449521 0.         0.72924252 0.21757675]
 [0.08557423 0.         0.59645154 1.         0.24440252]
 [1.         0.85884339 0.         0.75523215 0.43455783]
 [0.35032432 1.         0.57322139 0.         0.61913377]
 [0.5404415  1.         0.11422221 0.68224266 0.        ]]"
33,"[[1.         0.84075788 0.60664416 0.37067421 0.        ]
 [0.11078147 0.59913217 0.         0.41722053 1.        ]
 [0.68821134 0.01323836 1.         0.         0.71502915]
 [1.         0.13680352 0.         0.34666398 0.98831614]
 [0.80436063 0.26943456 0.81475045 0.         1.        ]]"
34,"[[1.         0.60504753 0.36474355 0.7398768  0.        ]
 [1.         0.02694153 0.         0.91985525 0.68864207]
 [0.04484554 0.         0.13654794 1.         0.88920361]
 [1.         0.93373443 0.54212837 0.64529495 0.        ]
 [1.         0.48063308 0.19589738 0.2109919  0.        ]]"
35,"[[0.08990662 0.04154181 1.         0.01827548 0.        ]
 [0.18211371 0.04762797 0.12262046 1.         0.        ]
 [0.2006073  1.         0.3346869  0.         0.82907335]
 [0.84650757 1.         0.         0.07693416 0.20243409]
 [0.92284934 1.         0.         0.04249165 0.54243492]]"
36,"[[0.         1.         0.62074752 0.51098812 0.28314759]
 [0.         0.99931398 1.         0.80993388 0.8799214 ]
 [0.46896226 1.         0.45983421 0.09828421 0.        ]
 [0.9189931  0.46090769 1.         0.         0.56963841]
 [0.10129086 0.89970559 1.         0.         0.58562186]]"
37,"[[1.         0.60860587 0.         0.7349259  0.86012519]
 [0.91613192 0.73810831 0.31712801 0.         1.        ]
 [1.         0.         0.55574462 0.95111836 0.11569123]
 [0.         1.         0.48209866 0.94529107 0.82815519]
 [0.83214227 1.         0.         0.01393759 0.49576338]]"
38,"[[0.47089283 0.2769465  1.         0.86622446 0.        ]
 [1.         0.         0.27597969 0.32955653 0.03305203]
 [0.49423616 0.65168301 0.38467916 1.         0.        ]
 [1.         0.88901719 0.         0.75534749 0.13647967]
 [0.         0.41693184 0.50472264 0.23714871 1.        ]]"
39,"[[0.27484558 0.61907806 0.         1.         0.05095846]
 [0.94225122 0.40587205 1.         0.57809668 0.        ]
 [0.         1.         0.16102192 0.71293087 0.53861725]
 [0.1284409  1.         0.         0.00907206 0.8595166 ]
 [0.61948335 1.         0.85764484 0.93319707 0.        ]]"
40,"[[0.19197132 0.01569643 1.         0.49201827 0.        ]
 [1.         0.92290159 0.         0.36795426 0.33741774]
 [0.31892851 1.         0.         0.35547964 0.57825746]
 [0.77034613 0.         1.         0.72713792 0.61145303]
 [0.26684256 1.         0.39244021 0.18512713 0.        ]]"
41,"[[1.         0.69633156 0.70656445 0.         0.63312078]
 [1.         0.88075272 0.51210456 0.         0.53715412]
 [0.249466   0.         1.         0.82599037 0.03815506]
 [0.54316356 0.79626978 0.37045035 0.         1.        ]
 [0.33285367 0.25185865 0.60255313 0.         1.        ]]"
42,"[[0.91251319 0.         0.96468302 0.47626313 1.        ]
 [0.54566397 1.         0.15788645 0.         0.59575438]
 [0.14277604 0.         0.17259836 0.13857605 1.        ]
 [0.87954112 1.         0.96594141 0.98953359 0.        ]
 [0.60765624 0.72523932 0.03462085 0.         1.        ]]"
43,"[[0.85349145 1.         0.         0.79956005 0.15100178]
 [1.         0.50331112 0.         0.57327835 0.43310267]
 [1.         0.54863004 0.32457171 0.32017248 0.        ]
 [1.         0.49966212 0.90140707 0.20383158 0.        ]
 [0.15694125 0.63225547 0.         1.         0.8307025 ]]"
44,"[[0.04298268 1.         0.15238719 0.53181044 0.        ]
 [1.         0.44663107 0.         0.35547894 0.29770529]
 [0.74750609 1.         0.         0.1149548  0.70282343]
 [1.         0.31795969 0.         0.95770049 0.34178627]
 [0.08054628 0.74551795 0.91531275 0.         1.        ]]"
45,"[[0.86966982 0.50312889 0.52802765 1.         0.        ]
 [1.         0.86497937 0.         0.60939582 0.54022647]
 [0.81133659 1.         0.58913863 0.         0.27935033]
 [0.07849266 0.04006456 0.12368382 1.         0.        ]
 [0.1318559  0.86925625 0.         1.         0.88812283]]"
46,"[[0.82099905 1.         0.82369626 0.         0.90689768]
 [0.44840141 0.09620277 0.64889388 1.         0.        ]
 [0.29742742 1.         0.33351115 0.         0.9016547 ]
 [0.7812853  0.70564139 1.         0.11938646 0.        ]
 [1.         0.         0.44796585 0.43545488 0.50251918]]"
47,"[[0.76414891 0.38764902 0.         0.35457516 1.        ]
 [0.03002841 1.         0.24945624 0.         0.2365314 ]
 [0.86853185 1.         0.6443797  0.95089977 0.        ]
 [0.93081691 0.07502306 0.         1.         0.76501661]
 [0.79371715 0.3130187  1.         0.18755805 0.        ]]"
48,"[[0.68439578 1.         0.6743281  0.89108862 0.        ]
 [0.34860586 0.72244822 0.         1.         0.908937  ]
 [0.747964   1.         0.73251885 0.13325203 0.        ]
 [0.82903151 0.59550688 1.         0.         0.16323104]
 [0.37184501 0.02543881 1.         0.11894174 0.        ]]"
49,"[[0.6247439  0.75214943 1.         0.58249597 0.        ]
 [0.91427712 0.         0.86542633 1.         0.3495123 ]
 [0.         1.         0.94228448 0.57806801 0.72673182]
 [1.         0.78953854 0.86038899 0.08992543 0.        ]
 [1.         0.20504588 0.21993208 0.         0.24152341]]"
50,"[[1.         0.27192261 0.31084594 0.         0.06785068]
 [0.38211545 0.27409271 1.         0.         0.02379885]
 [1.         0.34600818 0.25902202 0.         0.55938438]
 [0.97321811 0.44980455 0.02924454 0.         1.        ]
 [0.         1.         0.47676849 0.65196254 0.48792131]]"
51,"[[0.43666788 0.36477513 0.88698412 0.         1.        ]
 [0.72328458 1.         0.60140554 0.16546574 0.        ]
 [0.07109355 1.         0.         0.63791471 0.57767884]
 [0.63523874 0.36437301 0.         0.91583844 1.        ]
 [0.65624219 1.         0.22121253 0.         0.71697536]]"
52,"[[1.         0.6604104  0.38454187 0.10975322 0.        ]
 [1.         0.90144863 0.         0.96692084 0.46718412]
 [0.55932056 0.87430482 0.         0.87898361 1.        ]
 [0.0584212  0.31367353 0.00670338 1.         0.        ]
 [0.79634854 1.         0.         0.65901313 0.7069295 ]]"
53,"[[0.71225085 0.71058568 0.31644537 1.         0.        ]
 [1.         0.         0.1385197  0.33784696 0.9340533 ]
 [1.         0.33125447 0.82646539 0.         0.48061005]
 [0.         0.87391861 0.46986995 1.         0.7616342 ]
 [0.36650445 0.         1.         0.19679468 0.47956493]]"
54,"[[0.         1.         0.70614237 0.64879805 0.3965748 ]
 [0.55794299 0.74831253 0.         0.33044674 1.        ]
 [1.         0.40602223 0.         0.23139713 0.32409428]
 [1.         0.98797422 0.844644   0.         0.32226704]
 [0.43543368 0.36832072 1.         0.18179986 0.        ]]"
55,"[[0.96007673 1.         0.88702681 0.59707284 0.        ]
 [0.         0.32601318 0.93536055 0.53338818 1.        ]
 [0.65358412 0.2074929  1.         0.90463582 0.        ]
 [0.49791591 0.21481647 1.         0.14475778 0.        ]
 [0.96897495 0.         1.         0.68009549 0.28882229]]"
56,"[[0.41786448 0.         1.         0.65743818 0.53334474]
 [1.         0.35911873 0.67610182 0.         0.15059062]
 [0.         1.         0.94378074 0.75082881 0.20516864]
 [0.68415838 0.66541094 1.         0.11297219 0.        ]
 [0.4941909  1.         0.0856109  0.74255108 0.        ]]"
57,"[[1.         0.         0.79423535 0.26266235 0.35258882]
 [1.         0.34813198 0.16662271 0.16149207 0.        ]
 [0.         0.99704391 0.5906108  0.50424169 1.        ]
 [0.28630896 1.         0.53358939 0.25483395 0.        ]
 [0.59909714 1.         0.91229269 0.         0.10543678]]"
58,"[[0.40278705 0.76920622 0.98404481 1.         0.        ]
 [1.         0.96310995 0.91007818 0.61771575 0.        ]
 [0.3719876  1.         0.87989317 0.         0.28885969]
 [0.24452252 0.4156791  1.         0.         0.80467673]
 [0.63464212 0.03785337 0.61792418 0.         1.        ]]"
59,"[[0.75217026 0.68526849 0.         0.69264396 1.        ]
 [0.         1.         0.18949244 0.80087197 0.75703851]
 [1.         0.12609016 0.85184885 0.36534757 0.        ]
 [0.36216529 0.86034473 0.51982432 1.         0.        ]
 [0.85458667 1.         0.57365865 0.62186612 0.        ]]"
60,"[[1.         0.         0.52367197 0.72582889 0.12353027]
 [0.36710328 0.29469186 1.         0.         0.02199008]
 [0.         0.58549226 1.         0.28365785 0.62684262]
 [1.         0.69587565 0.08174355 0.         0.92543327]
 [0.62281273 1.         0.         0.7252651  0.56627605]]"
61,"[[0.         1.         0.04572674 0.00613508 0.18222187]
 [0.47658072 0.71618177 0.35654371 0.         1.        ]
 [1.         0.         0.48321723 0.21887784 0.26030063]
 [0.91946343 0.7107543  0.59874936 1.         0.        ]
 [1.         0.56140342 0.6802338  0.         0.49138636]]"
62,"[[0.32101598 0.00189645 0.2011887  0.         1.        ]
 [0.34492834 0.         0.18884176 0.19838272 1.        ]
 [0.         1.         0.03786298 0.29323908 0.1030866 ]
 [0.05314568 1.         0.         0.66713451 0.2265589 ]
 [0.32835346 0.51745734 0.10894222 1.         0.        ]]"
63,"[[0.06623472 0.98170719 1.         0.50596975 0.        ]
 [1.         0.34609549 0.         0.15961858 0.49301251]
 [1.         0.89890269 0.         0.54446219 0.39857752]
 [0.26212778 0.85579571 0.         0.46557947 1.        ]
 [0.4605933  0.03879679 1.         0.00205871 0.        ]]"
64,"[[0.37021421 0.33058302 0.30771219 0.         1.        ]
 [0.6984639  0.         0.68481375 1.         0.01032912]
 [0.         1.         0.25551004 0.58680671 0.05679753]
 [0.53448918 1.         0.23680523 0.         0.81723532]
 [0.96436253 0.31665492 0.28114533 1.         0.        ]]"
65,"[[1.         0.25942121 0.55058098 0.         0.05120491]
 [0.         0.24487588 1.         0.40257342 0.38769754]
 [0.68781532 1.         0.93846819 0.         0.81935379]
 [0.97604351 0.         0.15544067 1.         0.06584814]
 [0.08567189 0.09603867 1.         0.74788031 0.        ]]"
66,"[[1.         0.00114752 0.         0.5783116  0.67851145]
 [0.16294031 0.52900954 1.         0.30496426 0.        ]
 [0.63052539 1.         0.43402922 0.38269234 0.        ]
 [0.91786528 1.         0.43792172 0.         0.3370228 ]
 [0.82603824 1.         0.68477451 0.         0.296483  ]]"
67,"[[0.23890725 0.87825382 0.47108181 0.         1.        ]
 [0.         0.79074148 1.         0.58970861 0.37264307]
 [0.87698973 0.44491524 0.         0.88430349 1.        ]
 [0.         0.69895368 0.84025507 1.         0.66312895]
 [0.73655996 0.20849709 0.         0.37695919 1.        ]]"
68,"[[1.         0.80162328 0.         0.23232032 0.42168544]
 [0.50035773 0.00649029 1.         0.         0.87532764]
 [0.60298878 1.         0.17040194 0.07616206 0.        ]
 [0.16481389 0.05904245 0.         0.02863957 1.        ]
 [0.41400261 0.         0.55273344 1.         0.52591741]]"
69,"[[0.61600543 0.         0.24091333 1.         0.94847587]
 [0.47987679 1.         0.         0.99375237 0.69518409]
 [1.         0.87310134 0.99360767 0.43614459 0.        ]
 [1.         0.77702836 0.19271579 0.66205551 0.        ]
 [0.11393335 0.72534061 1.         0.97036878 0.        ]]"
70,"[[0.3471387  0.4983915  1.         0.15163835 0.        ]
 [0.88448123 0.13887195 1.         0.18346093 0.        ]
 [0.72082764 1.         0.         0.91240944 0.54480283]
 [1.         0.         0.99691172 0.39241031 0.26328184]
 [0.69463778 0.78222353 1.         0.48001465 0.        ]]"
71,"[[0.80670523 0.29357743 1.         0.14878568 0.        ]
 [0.99275466 1.         0.51499615 0.34357529 0.        ]
 [0.89669417 1.         0.         0.5654735  0.82540884]
 [0.31086701 0.88122524 0.         1.         0.03952654]
 [0.80851466 0.         0.56438285 1.         0.66240013]]"
72,"[[0.         1.         0.30445867 0.76839374 0.77153511]
 [1.         0.74992944 0.         0.19688793 0.49673384]
 [0.85192009 0.21136412 1.         0.24860063 0.        ]
 [0.60253884 0.03643852 1.         0.67667637 0.        ]
 [1.         0.76135403 0.62037526 0.         0.12431259]]"
73,"[[0.60163515 0.98118642 1.         0.13543674 0.        ]
 [0.3478806  0.47919462 1.         0.63965443 0.        ]
 [0.89759359 0.11411835 0.         1.         0.2811681 ]
 [0.51574753 0.24528626 1.         0.         0.02325151]
 [0.75123873 0.         0.68975408 1.         0.07166835]]"
74,"[[0.76008994 1.         0.56609199 0.15308648 0.        ]
 [0.98629124 1.         0.48644189 0.91072564 0.        ]
 [0.39986842 0.74019862 0.         1.         0.43583156]
 [0.72089903 0.58754521 1.         0.66644877 0.        ]
 [1.         0.13223458 0.         0.37615011 0.9176056 ]]"
75,"[[1.         0.         0.50730997 0.62909423 0.39977344]
 [0.9547467  0.32238564 1.         0.         0.78445524]
 [0.10597906 0.47319241 0.         1.         0.64675785]
 [0.68698286 1.         0.80385875 0.         0.80037545]
 [0.90299644 1.         0.         0.22328943 0.89112868]]"
76,"[[0.65179857 0.         0.58750575 1.         0.02910789]
 [0.84525031 1.         0.47876114 0.0876375  0.        ]
 [0.00875809 0.30839359 1.         0.08510819 0.        ]
 [0.         0.26835275 1.         0.58714274 0.10831487]
 [0.20449202 1.         0.         0.60592423 0.8547021 ]]"
77,"[[0.         0.03258127 0.6415821  0.17672947 1.        ]
 [0.         1.         0.35178188 0.4728001  0.61674934]
 [1.         0.23846905 0.80855515 0.         0.39155982]
 [0.75690098 0.64248892 1.         0.         0.51609027]
 [0.82690216 1.         0.         0.97692482 0.63158594]]"
78,"[[1.         0.         0.32608709 0.35205181 0.78219489]
 [0.08547216 1.         0.         0.13960089 0.54277285]
 [0.12892169 1.         0.         0.00820739 0.33007409]
 [0.20618453 0.83141162 1.         0.85215475 0.        ]
 [1.         0.89272313 0.68648929 0.         0.99714808]]"
79,"[[0.12822299 1.         0.03030024 0.         0.6198722 ]
 [0.25221934 0.15100412 1.         0.91274965 0.        ]
 [1.         0.44358847 0.         0.43877251 0.38597893]
 [1.         0.82351377 0.74519793 0.         0.00314517]
 [0.         0.85354303 0.17082227 0.98190924 1.        ]]"
80,"[[0.34470324 0.00613972 1.         0.47564569 0.        ]
 [0.75467327 0.08334662 0.81038533 0.         1.        ]
 [0.         0.45518549 0.08636283 0.45120104 1.        ]
 [0.06599962 0.         0.70529385 1.         0.7198603 ]
 [1.         0.         0.90424966 0.76306763 0.43101895]]"
81,"[[0.         0.24434239 0.85311598 0.46938304 1.        ]
 [0.94603675 0.         1.         0.60449806 0.19482607]
 [0.35465386 1.         0.         0.73826183 0.83463314]
 [1.         0.81418594 0.         0.56577718 0.65873902]
 [0.17171916 1.         0.67520217 0.         0.23422651]]"
82,"[[0.18778687 0.34073337 0.         1.         0.7964975 ]
 [0.79501289 1.         0.14738465 0.         0.38746763]
 [0.26378282 1.         0.45041633 0.78238924 0.        ]
 [1.         0.01601288 0.4975926  0.20603358 0.        ]
 [1.         0.         0.6040367  0.35780436 0.75533921]]"
83,"[[1.         0.         0.09877559 0.87223676 0.98240085]
 [0.         0.86403369 1.         0.79036738 0.30095553]
 [0.79425393 1.         0.43968399 0.12326928 0.        ]
 [0.6338835  1.         0.50808327 0.69406523 0.        ]
 [1.         0.66917015 0.2781266  0.         0.67549482]]"
84,"[[1.         0.5455022  0.60973115 0.         0.56814348]
 [0.         0.36890219 0.85993266 0.5689914  1.        ]
 [0.31918656 1.         0.95827932 0.82847002 0.        ]
 [0.2363291  0.         1.         0.77806691 0.85757778]
 [0.78466227 0.07966508 0.21747955 1.         0.        ]]"
85,"[[0.32617522 1.         0.68862446 0.         0.32788924]
 [0.59987651 0.         0.18076643 1.         0.5665111 ]
 [0.77018569 1.         0.31720026 0.06604318 0.        ]
 [1.         0.         0.54955728 0.19584816 0.44858996]
 [0.25023199 1.         0.         0.80619236 0.22203737]]"
86,"[[1.         0.97867149 0.65353197 0.         0.62484304]
 [0.25529972 0.97997345 1.         0.12144831 0.        ]
 [1.         0.39427233 0.         0.80589286 0.95427954]
 [1.         0.59667173 0.49387994 0.         0.14239517]
 [0.92640711 0.41146604 1.         0.         0.75962412]]"
87,"[[0.43194931 0.         0.20589702 0.57506878 1.        ]
 [0.20434167 1.         0.94425566 0.         0.59313453]
 [0.11234825 0.50883167 0.35677506 1.         0.        ]
 [0.70825316 0.         1.         0.05423584 0.50769668]
 [0.97935027 0.64399313 0.         0.1961213  1.        ]]"
88,"[[0.63173239 0.10266064 0.62151991 0.         1.        ]
 [0.7140512  1.         0.89872212 0.         0.14475825]
 [0.67507805 1.         0.39422635 0.         0.7979443 ]
 [1.         0.23659527 0.         0.68789564 0.34261895]
 [0.12560493 0.05856653 0.         1.         0.72878895]]"
89,"[[0.63161717 0.         0.55453843 1.         0.10397745]
 [0.13952764 0.64528128 0.         0.21709657 1.        ]
 [1.         0.96837045 0.10407814 0.61084848 0.        ]
 [1.         0.18485937 0.6253578  0.         0.6583467 ]
 [1.         0.86669253 0.72538608 0.56084606 0.        ]]"
90,"[[1.         0.9840869  0.         0.98957144 0.95862998]
 [0.11700922 1.         0.85950459 0.63055828 0.        ]
 [0.18533053 0.65279329 0.         0.6717021  1.        ]
 [0.61081308 1.         0.         0.71667171 0.98124896]
 [1.         0.85795692 0.29248734 0.         0.66267203]]"
91,"[[1.         0.26284244 0.71364788 0.3307641  0.        ]
 [0.99409781 0.         0.70383141 1.         0.27305204]
 [0.98789105 1.         0.71468878 0.         0.59876605]
 [1.         0.839274   0.         0.38423646 0.73552243]
 [1.         0.75286776 0.17949505 0.17819284 0.        ]]"
92,"[[1.         0.84426155 0.         0.83924887 0.73849289]
 [0.         0.3082654  0.6703415  1.         0.93911571]
 [0.53845051 0.56069834 1.         0.         0.19367025]
 [0.14643155 0.37336264 0.         1.         0.4039524 ]
 [0.78700615 1.         0.51643083 0.34197306 0.        ]]"
93,"[[1.         0.83545689 0.         0.86652704 0.13373669]
 [1.         0.         0.9324617  0.765258   0.38605063]
 [1.         0.         0.60817786 0.7822373  0.79818657]
 [0.31210818 1.         0.58170769 0.         0.45300495]
 [0.57888428 0.84870765 0.         0.26949916 1.        ]]"
94,"[[0.44604518 0.4621084  1.         0.         0.65933181]
 [0.55940585 1.         0.         0.17207997 0.16034057]
 [0.66233992 0.15449049 1.         0.73315141 0.        ]
 [0.94792349 1.         0.83855447 0.13598571 0.        ]
 [0.         0.46847435 0.26037876 0.9231423  1.        ]]"
95,"[[0.73670494 0.47278631 0.41219348 1.         0.        ]
 [0.08175851 0.46297928 0.48884554 1.         0.        ]
 [0.89081057 0.86628551 0.         1.         0.62268499]
 [0.86555482 0.         0.09370462 1.         0.66965807]
 [0.20944925 1.         0.35385632 0.         0.15343635]]"
96,"[[0.96551984 1.         0.51895963 0.95203265 0.        ]
 [1.         0.55116894 0.73770517 0.         0.30553954]
 [0.         1.         0.56481273 0.03719979 0.44792395]
 [1.         0.92372736 0.41187634 0.11639327 0.        ]
 [0.9537168  0.         0.82361762 0.17988174 1.        ]]"
