38,"[[1.         0.65870163 0.58048281 0.38867977 0.        ]
 [1.         0.70099545 0.60745546 0.49596297 0.        ]
 [1.         0.65274597 0.63062408 0.42311624 0.        ]
 [1.         0.96408346 0.96073966 0.87314054 0.        ]
 [1.         0.73977868 0.66645213 0.34348977 0.        ]]"
39,"[[1.         0.415665   0.35285876 0.24818392 0.        ]
 [1.         0.70992492 0.37417291 0.30327633 0.        ]
 [1.         0.89862001 0.76715883 0.43486476 0.        ]
 [1.         0.80320298 0.64079976 0.50255768 0.        ]
 [1.         0.96356649 0.88906662 0.86118241 0.        ]]"
40,"[[1.         0.90471441 0.79235227 0.56865198 0.        ]
 [1.         0.91419231 0.83713988 0.63951641 0.        ]
 [1.         0.8110181  0.74334407 0.51506074 0.        ]
 [1.         0.76562594 0.677866   0.19938449 0.        ]
 [1.         0.54316091 0.13470568 0.08590148 0.        ]]"
41,"[[1.         0.81867834 0.35279673 0.15915622 0.        ]
 [1.         0.96323359 0.29514192 0.19901224 0.        ]
 [1.         0.91768624 0.45886612 0.36023282 0.        ]
 [1.         0.95810324 0.84103899 0.74696089 0.        ]
 [1.         0.7589014  0.68734663 0.33774656 0.        ]]"
42,"[[1.         0.47863101 0.22471113 0.37582591 0.        ]
 [1.         0.72325114 0.13026069 0.08125944 0.        ]
 [1.         0.83985628 0.65535476 0.05396923 0.        ]
 [1.         0.88574631 0.73398031 0.16091443 0.        ]
 [1.         0.92672191 0.8656575  0.26860578 0.        ]]"
43,"[[1.         0.89441987 0.6610042  0.43822031 0.        ]
 [1.         0.8211107  0.63465632 0.47655473 0.        ]
 [1.         0.31078154 0.14987366 0.12434967 0.        ]
 [1.         0.92365128 0.76046912 0.12405692 0.        ]
 [1.         0.7967736  0.30042272 0.25854915 0.        ]]"
44,"[[1.         0.68913144 0.50962246 0.14031927 0.        ]
 [1.         0.85188374 0.66281013 0.43158568 0.        ]
 [1.         0.97672619 0.75695074 0.67360904 0.        ]
 [1.         0.7241131  0.62616894 0.46839691 0.        ]
 [1.         0.84152471 0.14123992 0.13795442 0.        ]]"
45,"[[1.         0.80377471 0.68280464 0.30057049 0.        ]
 [1.         0.83769738 0.42015672 0.11126787 0.        ]
 [1.         0.49340874 0.4274772  0.2450871  0.        ]
 [1.         0.74445308 0.04933142 0.0276192  0.        ]
 [1.         0.81800514 0.54594452 0.11773385 0.        ]]"
46,"[[1.         0.98227711 0.85950995 0.60399086 0.        ]
 [1.         0.89968876 0.80956157 0.35026976 0.        ]
 [1.         0.44097916 0.32259153 0.2791291  0.        ]
 [1.         0.84005899 0.76605584 0.171213   0.        ]
 [1.         0.62681461 0.62195302 0.28868474 0.        ]]"
47,"[[1.         0.93945072 0.37325412 0.28295211 0.        ]
 [1.         0.93285449 0.82252385 0.33348774 0.        ]
 [1.         0.7450472  0.68329065 0.14453704 0.        ]
 [1.         0.83350113 0.76337601 0.24245291 0.        ]
 [1.         0.93079964 0.65987151 0.53481362 0.        ]]"
48,"[[1.         0.48689967 0.37687506 0.30861495 0.        ]
 [1.         0.85931647 0.47787418 0.16113411 0.        ]
 [1.         0.67387049 0.60126708 0.53603871 0.        ]
 [1.         0.51781578 0.33161313 0.17602814 0.        ]
 [1.         0.93133589 0.83937136 0.16606811 0.        ]]"
49,"[[1.         0.57495659 0.43589207 0.11401761 0.        ]
 [1.         0.85555158 0.48773658 0.05026694 0.        ]
 [1.         0.62039605 0.37908224 0.16429286 0.        ]
 [1.         0.9428828  0.93798808 0.56694108 0.        ]
 [1.         0.62579572 0.47811158 0.18550946 0.        ]]"
50,"[[1.         0.82855016 0.38057243 0.21889001 0.        ]
 [1.         0.48178485 0.48007027 0.39176827 0.        ]
 [1.         0.91016901 0.39509442 0.16989949 0.        ]
 [1.         0.9650806  0.78740917 0.75729346 0.        ]
 [1.         0.57546634 0.40479784 0.16212974 0.        ]]"
51,"[[1.         0.95618043 0.55182803 0.26783954 0.        ]
 [1.         0.63066887 0.54445073 0.02316946 0.        ]
 [1.         0.92331798 0.79255421 0.67796962 0.        ]
 [1.         0.98991017 0.61164994 0.36559013 0.        ]
 [1.         0.98444159 0.37988942 0.09373641 0.        ]]"
52,"[[1.         0.86659057 0.73772424 0.42670844 0.        ]
 [1.         0.87831724 0.45703369 0.22286684 0.        ]
 [1.         0.89904801 0.78022802 0.760966   0.        ]
 [1.         0.94674051 0.3587301  0.27276453 0.        ]
 [1.         0.84320925 0.47946753 0.03352025 0.        ]]"
53,"[[1.         0.99019075 0.29204435 0.18313542 0.        ]
 [1.         0.81789285 0.72996851 0.49909105 0.        ]
 [1.         0.87598267 0.79794958 0.28610423 0.        ]
 [0.7394266  1.         0.61051369 0.38855297 0.        ]
 [1.         0.36597401 0.2837066  0.0052289  0.        ]]"
54,"[[1.         0.69650346 0.21610313 0.13873665 0.        ]
 [1.         0.63109215 0.37200728 0.11776029 0.        ]
 [1.         0.88635775 0.67621919 0.2261656  0.        ]
 [1.         0.92992119 0.86073431 0.61919537 0.        ]
 [1.         0.74813885 0.71323875 0.53561198 0.        ]]"
55,"[[1.00000000e+00 3.57542857e-01 9.74788639e-02 1.12984946e-04
  0.00000000e+00]
 [1.00000000e+00 9.35216708e-01 8.14833369e-01 3.41729759e-01
  0.00000000e+00]
 [1.00000000e+00 7.91218896e-01 4.88827883e-01 2.40600546e-01
  0.00000000e+00]
 [1.00000000e+00 4.15843973e-01 3.99062406e-01 1.71867247e-01
  0.00000000e+00]
 [1.00000000e+00 7.17093183e-01 6.99607158e-01 2.29012530e-01
  0.00000000e+00]]"
56,"[[1.         0.70715494 0.67689219 0.38907423 0.        ]
 [1.         0.8385986  0.70481708 0.53431469 0.        ]
 [1.         0.8261175  0.492614   0.15659843 0.        ]
 [0.93357685 1.         0.87066372 0.73290764 0.        ]
 [1.         0.92535271 0.55673948 0.27111651 0.        ]]"
57,"[[1.         0.68572134 0.46615217 0.08829438 0.        ]
 [1.         0.55510085 0.14073416 0.12364541 0.        ]
 [1.         0.62275662 0.56960429 0.16412792 0.        ]
 [1.         0.70932065 0.22768712 0.18649892 0.        ]
 [1.         0.99743076 0.98358333 0.05187889 0.        ]]"
58,"[[1.         0.84885758 0.54011355 0.15688901 0.        ]
 [1.         0.71134578 0.6247467  0.52857213 0.        ]
 [1.         0.95662991 0.67175556 0.39423965 0.        ]
 [1.         0.95835528 0.86469756 0.0936873  0.        ]
 [1.         0.49948036 0.24637883 0.06122001 0.        ]]"
59,"[[1.         0.74974615 0.53947946 0.32596505 0.        ]
 [1.         0.43930176 0.39316393 0.36443834 0.        ]
 [1.         0.83592071 0.30387629 0.16740956 0.        ]
 [1.         0.40641313 0.27863153 0.04482849 0.        ]
 [1.         0.82036431 0.67745391 0.2239192  0.        ]]"
60,"[[1.         0.90598602 0.87743978 0.59098725 0.        ]
 [1.         0.92156359 0.79636226 0.56383271 0.        ]
 [1.         0.79316281 0.60197514 0.5347186  0.        ]
 [1.         0.79147716 0.51405052 0.33208918 0.        ]
 [1.         0.96402149 0.70069909 0.33468386 0.        ]]"
61,"[[1.         0.85120673 0.80250692 0.80111855 0.        ]
 [1.         0.23811504 0.21742748 0.01965604 0.        ]
 [1.         0.5151099  0.33610995 0.00225367 0.        ]
 [1.         0.76070614 0.58621737 0.52566317 0.        ]
 [1.         0.71975545 0.69052364 0.53276645 0.        ]]"
62,"[[1.         0.562087   0.49840593 0.48940049 0.        ]
 [1.         0.90184927 0.23834108 0.08113338 0.        ]
 [1.         0.7230112  0.35286744 0.09185586 0.        ]
 [1.         0.92217526 0.7200454  0.59294024 0.        ]
 [1.         0.49341728 0.36874979 0.00654248 0.        ]]"
63,"[[1.         0.71814859 0.10818431 0.10104105 0.        ]
 [1.         0.91691785 0.44639168 0.09105582 0.        ]
 [1.         0.33837553 0.22448155 0.         0.16457682]
 [1.         0.83163042 0.27619361 0.08834616 0.        ]
 [1.         0.50488789 0.32204886 0.26883655 0.        ]]"
64,"[[1.         0.82890868 0.73081354 0.25806847 0.        ]
 [1.         0.93369954 0.84952802 0.40147424 0.        ]
 [1.         0.92789604 0.7622666  0.05303543 0.        ]
 [1.         0.62526293 0.14224525 0.00629595 0.        ]
 [1.         0.89295475 0.85220104 0.08431027 0.        ]]"
65,"[[1.         0.93780144 0.80649587 0.20886926 0.        ]
 [1.         0.42234996 0.23853626 0.10112482 0.        ]
 [1.         0.95473665 0.31570553 0.11021253 0.        ]
 [1.         0.77423219 0.42499333 0.40438017 0.        ]
 [1.         0.82105433 0.50716688 0.35752662 0.        ]]"
66,"[[1.         0.57625027 0.55749828 0.40477363 0.        ]
 [1.         0.80469752 0.46842583 0.10705351 0.        ]
 [1.         0.69825791 0.38664167 0.27168163 0.        ]
 [1.         0.79441011 0.74586826 0.45571497 0.        ]
 [1.         0.83201918 0.75222114 0.17241058 0.        ]]"
67,"[[1.         0.98141656 0.54507162 0.13436885 0.        ]
 [1.         0.57106385 0.25196387 0.02720064 0.        ]
 [1.         0.95490147 0.79843117 0.75466818 0.        ]
 [1.         0.67963296 0.29018781 0.00541505 0.        ]
 [1.         0.6357226  0.45737452 0.31996101 0.        ]]"
68,"[[1.         0.88463363 0.55417664 0.54869614 0.        ]
 [1.         0.83420643 0.75684207 0.16025851 0.        ]
 [1.         0.95858486 0.67569292 0.15247747 0.        ]
 [1.         0.62089034 0.40015912 0.15056619 0.        ]
 [1.         0.37607879 0.26807489 0.20011358 0.        ]]"
69,"[[1.         0.88430089 0.74006246 0.12209498 0.        ]
 [1.         0.73095644 0.41628236 0.23934982 0.        ]
 [1.         0.52759006 0.28802978 0.28204852 0.        ]
 [1.         0.97199975 0.83165928 0.30839731 0.        ]
 [1.         0.79496083 0.51280245 0.39714764 0.        ]]"
70,"[[1.         0.64888459 0.35848258 0.00822374 0.        ]
 [1.         0.57171476 0.38348974 0.14245347 0.        ]
 [1.         0.82670036 0.54990999 0.21994385 0.        ]
 [1.         0.95984753 0.7715837  0.71890103 0.        ]
 [1.         0.62118479 0.6170659  0.05440457 0.        ]]"
71,"[[1.         0.29497796 0.28120871 0.06665867 0.        ]
 [1.         0.93057485 0.50430877 0.42910251 0.        ]
 [1.         0.9205862  0.41555642 0.3159371  0.        ]
 [1.         0.87144742 0.84210623 0.07026991 0.        ]
 [1.         0.90728043 0.61978952 0.44698536 0.        ]]"
72,"[[1.         0.75494357 0.563561   0.01451055 0.        ]
 [1.         0.82604824 0.7398707  0.24922377 0.        ]
 [1.         0.72372771 0.63166806 0.27392403 0.        ]
 [1.         0.96630959 0.45333609 0.06139418 0.        ]
 [1.         0.93659328 0.66110173 0.14026396 0.        ]]"
73,"[[1.         0.33223999 0.19501484 0.09298661 0.        ]
 [1.         0.65274439 0.41319737 0.28429752 0.        ]
 [1.         0.77321391 0.58097361 0.07004239 0.        ]
 [1.         0.89310082 0.7673557  0.58661374 0.        ]
 [1.         0.87685884 0.58589276 0.38118558 0.        ]]"
74,"[[1.         0.53870709 0.21766676 0.10528641 0.        ]
 [1.         0.82109157 0.77057568 0.53305563 0.        ]
 [1.         0.97720566 0.33819758 0.29252295 0.        ]
 [1.         0.59924459 0.47633395 0.05273354 0.        ]
 [1.         0.40261764 0.37779521 0.1761176  0.        ]]"
75,"[[1.         0.75003344 0.65199576 0.4753474  0.        ]
 [1.         0.46217607 0.28522823 0.01479732 0.        ]
 [1.         0.70093369 0.38824309 0.03574674 0.        ]
 [1.         0.97421394 0.90698437 0.84732106 0.        ]
 [1.         0.46373973 0.15810619 0.04120437 0.        ]]"
76,"[[1.         0.80998659 0.75999963 0.0561167  0.        ]
 [1.         0.47532481 0.2338804  0.22285386 0.        ]
 [1.         0.90389666 0.55765759 0.38369126 0.        ]
 [1.         0.80188338 0.62659054 0.56370623 0.        ]
 [1.         0.69103706 0.25951837 0.18374721 0.        ]]"
77,"[[1.         0.92532136 0.78452828 0.13396177 0.        ]
 [1.         0.91889688 0.56832803 0.08424338 0.        ]
 [1.         0.89289796 0.57214843 0.32139599 0.        ]
 [1.         0.94234341 0.45077109 0.17387631 0.        ]
 [1.         0.72969919 0.68412599 0.36875605 0.        ]]"
78,"[[1.         0.57523123 0.43210667 0.34501366 0.        ]
 [1.         0.92536004 0.29622876 0.1363827  0.        ]
 [1.         0.99933914 0.91671012 0.10544554 0.        ]
 [1.         0.53070299 0.42813033 0.24022602 0.        ]
 [1.         0.97701096 0.65052012 0.36524869 0.        ]]"
79,"[[1.         0.96020803 0.89664836 0.18895007 0.        ]
 [1.         0.77692749 0.71647293 0.61102505 0.        ]
 [1.         0.74451312 0.70825968 0.3397149  0.        ]
 [1.         0.71321525 0.32540327 0.07740763 0.        ]
 [1.         0.64045383 0.63276099 0.15001044 0.        ]]"
80,"[[1.         0.92929612 0.73378386 0.05735626 0.        ]
 [1.         0.59731808 0.19927495 0.0720377  0.        ]
 [1.         0.92159035 0.27572971 0.02937267 0.        ]
 [1.         0.86420887 0.74563419 0.01305077 0.        ]
 [0.90325098 1.         0.60552661 0.51429003 0.        ]]"
81,"[[1.         0.98575374 0.20891495 0.19101278 0.        ]
 [1.         0.63809547 0.42728322 0.16299513 0.        ]
 [1.         0.70780338 0.3951271  0.24921166 0.        ]
 [1.         0.59232862 0.54353607 0.21578772 0.        ]
 [1.         0.79281767 0.52545779 0.46110828 0.        ]]"
82,"[[1.         0.96360279 0.83661915 0.10832136 0.        ]
 [1.         0.35015845 0.31346147 0.30040904 0.        ]
 [1.         0.73232076 0.60017543 0.03197937 0.        ]
 [1.         0.63870887 0.46553085 0.0415337  0.        ]
 [1.         0.71706249 0.57131318 0.01919565 0.        ]]"
83,"[[1.         0.68664706 0.57751852 0.03935235 0.        ]
 [1.         0.93609538 0.92384293 0.88030889 0.        ]
 [1.         0.92980829 0.65024992 0.34792824 0.        ]
 [1.         0.99371209 0.22928565 0.05688753 0.        ]
 [1.         0.87461041 0.20686911 0.14394011 0.        ]]"
84,"[[1.         0.99880201 0.57190644 0.3932546  0.        ]
 [1.         0.21616453 0.18512584 0.15916653 0.        ]
 [1.         0.80042294 0.26190372 0.24795513 0.        ]
 [1.         0.81741344 0.69696788 0.3275218  0.        ]
 [1.         0.75388528 0.07836447 0.07246192 0.        ]]"
85,"[[1.         0.66405006 0.55547373 0.38130792 0.        ]
 [1.         0.86032271 0.75551053 0.02843951 0.        ]
 [1.         0.99479228 0.83819706 0.72678886 0.        ]
 [1.         0.70382709 0.35572483 0.3502324  0.        ]
 [1.         0.99538277 0.72830585 0.24666042 0.        ]]"
86,"[[1.         0.48269951 0.1789367  0.09402898 0.        ]
 [1.         0.85181185 0.63249132 0.30178588 0.        ]
 [1.         0.49090964 0.21279581 0.03439243 0.        ]
 [1.         0.7344255  0.04417847 0.03932691 0.        ]
 [1.         0.76527442 0.1475269  0.01644985 0.        ]]"
87,"[[1.         0.98895604 0.93696089 0.26452081 0.        ]
 [1.         0.82571967 0.78712224 0.71719829 0.        ]
 [1.         0.98141051 0.43157601 0.16109682 0.        ]
 [1.         0.29564198 0.29517565 0.22132398 0.        ]
 [1.         0.89824401 0.68142376 0.11169124 0.        ]]"
88,"[[1.         0.86342944 0.80625613 0.57041156 0.        ]
 [1.         0.93525929 0.46638483 0.11689907 0.        ]
 [1.         0.81737251 0.10318319 0.05106908 0.        ]
 [1.         0.14582553 0.13013155 0.01420559 0.        ]
 [1.         0.58091004 0.46920109 0.39236733 0.        ]]"
89,"[[1.         0.43603502 0.42044443 0.00630379 0.        ]
 [1.         0.8234359  0.08126229 0.19551083 0.        ]
 [1.         0.90868046 0.71113052 0.33489451 0.        ]
 [1.         0.32212923 0.24101644 0.23890335 0.        ]
 [1.         0.65707777 0.41114278 0.19212347 0.        ]]"
90,"[[1.         0.7066968  0.58332785 0.31623841 0.        ]
 [1.         0.8312402  0.64341987 0.27152072 0.        ]
 [1.         0.94622809 0.28191844 0.13716009 0.        ]
 [1.         0.65609221 0.38166947 0.08999436 0.        ]
 [1.         0.55573374 0.36260425 0.00181467 0.        ]]"
91,"[[1.         0.90778617 0.82447097 0.22609166 0.        ]
 [1.         0.80037401 0.53036742 0.5035802  0.        ]
 [1.         0.91994454 0.48135212 0.31895785 0.        ]
 [1.         0.95033743 0.58034999 0.32779931 0.        ]
 [1.         0.74158085 0.64918261 0.46076812 0.        ]]"
92,"[[1.         0.71413575 0.26782977 0.25706777 0.        ]
 [1.         0.82746892 0.20457044 0.19775195 0.        ]
 [1.         0.20858835 0.07781161 0.0107759  0.        ]
 [1.         0.98313049 0.43105148 0.26354451 0.        ]
 [1.         0.99521353 0.71831073 0.1756699  0.        ]]"
