,0
44,"[[0.13809313 0.2971136  0.22213928 0.26480425 0.07784974]
 [0.25814058 0.22549396 0.11815536 0.21603626 0.18217385]
 [0.17265378 0.44199655 0.09255788 0.14530832 0.14748348]
 [0.41030299 0.05238181 0.00178099 0.26876946 0.26676475]
 [0.15558248 0.19350586 0.22216656 0.14605639 0.2826887 ]]"
45,"[[0.17740784 0.15869489 0.17738358 0.37901991 0.10749378]
 [0.25771513 0.24792731 0.1026868  0.22873283 0.16293793]
 [0.27201486 0.29753548 0.24492332 0.08242526 0.10310109]
 [0.12102741 0.10402846 0.31075198 0.38962147 0.07457068]
 [0.1888035  0.21384495 0.09767196 0.2569867  0.24269289]]"
46,"[[0.103238   0.32424399 0.14975313 0.1004456  0.32231927]
 [0.24599368 0.07373032 0.27965364 0.3421261  0.05849625]
 [0.11494843 0.37523832 0.23848219 0.0038944  0.26743666]
 [0.33006784 0.19424631 0.42100469 0.04202055 0.01266061]
 [0.33919323 0.07360764 0.23751885 0.10653111 0.24314916]]"
47,"[[0.32530752 0.18511098 0.03290448 0.11797    0.33870702]
 [0.12960338 0.39770885 0.26683517 0.0528011  0.15305149]
 [0.22077667 0.31876756 0.15452181 0.30486957 0.00106439]
 [0.19462267 0.16469358 0.15298358 0.30201024 0.18568993]
 [0.19501808 0.16035198 0.5282149  0.09836274 0.0180523 ]]"
48,"[[0.15386685 0.51871664 0.08762429 0.16859644 0.07119578]
 [0.11060341 0.24399968 0.07685142 0.29840097 0.27014452]
 [0.23226318 0.26439517 0.19879216 0.19560535 0.10894414]
 [0.22528505 0.21192125 0.25380466 0.12769675 0.18129228]
 [0.2325507  0.18177216 0.24018419 0.20967502 0.13581793]]"
49,"[[0.29261489 0.30115917 0.35323371 0.03895048 0.01404175]
 [0.24027119 0.14227255 0.21436263 0.24369486 0.15939877]
 [0.0143961  0.32896814 0.23742555 0.20337157 0.21583865]
 [0.27833573 0.25951792 0.27369815 0.14439442 0.04405377]
 [0.52812143 0.0761913  0.15228068 0.05416432 0.18924226]]"
50,"[[0.3441971  0.18664434 0.33819439 0.02883621 0.10212796]
 [0.24342399 0.24290319 0.30963678 0.0527088  0.15132724]
 [0.37456122 0.17079536 0.073234   0.02333197 0.35807745]
 [0.23690104 0.17767365 0.09210377 0.08833209 0.40498945]
 [0.02741558 0.30216318 0.19067528 0.24232688 0.23741909]]"
51,"[[0.15057698 0.11009923 0.25846082 0.1014696  0.37939337]
 [0.30127864 0.33223636 0.15900665 0.10407242 0.10340592]
 [0.09382197 0.33507941 0.07730856 0.27222906 0.22156101]
 [0.18604252 0.16078306 0.03850289 0.24580848 0.36886305]
 [0.17560015 0.32258445 0.15185826 0.10813205 0.24182509]]"
52,"[[0.42555682 0.40212217 0.1150799  0.04146964 0.01577147]
 [0.33405634 0.23455548 0.01192946 0.27018793 0.14927079]
 [0.09487892 0.23539611 0.02687208 0.30295534 0.33989754]
 [0.1938279  0.26716525 0.17650994 0.33957501 0.0229219 ]
 [0.25786119 0.4174445  0.05917842 0.1140674  0.15144849]]"
53,"[[0.23492955 0.22942094 0.22428562 0.23749717 0.07386673]
 [0.31903351 0.13404421 0.13422711 0.16653182 0.24616335]
 [0.40827223 0.1016479  0.28331492 0.00674782 0.20001713]
 [0.13071629 0.22804233 0.15016881 0.29181588 0.19925669]
 [0.09102549 0.05672394 0.4320201  0.07995445 0.34027602]]"
54,"[[0.08058769 0.36346969 0.29278221 0.14008583 0.12307458]
 [0.13533136 0.22833526 0.07712996 0.09151474 0.46768869]
 [0.41940634 0.22892083 0.07227143 0.12898214 0.15041926]
 [0.37858015 0.22892083 0.18941357 0.05541212 0.14767333]
 [0.30083585 0.15757277 0.35218627 0.12720378 0.06220134]]"
55,"[[0.28735378 0.40466312 0.17364809 0.1236487  0.01068631]
 [0.05963877 0.12596428 0.28212142 0.19794239 0.33433314]
 [0.23812749 0.0714005  0.32256767 0.29762385 0.07028049]
 [0.2368042  0.196135   0.30815894 0.15872789 0.10017397]
 [0.3192669  0.04496171 0.34552243 0.16970379 0.12054517]]"
56,"[[0.09740334 0.00466009 0.37615074 0.34596261 0.17582322]
 [0.31491498 0.19340098 0.27689956 0.04061519 0.17416929]
 [0.09904725 0.29682665 0.29132011 0.20667541 0.10613058]
 [0.23011338 0.19706255 0.38190163 0.15809532 0.03282711]
 [0.12079108 0.43158958 0.11699672 0.28099471 0.04962791]]"
57,"[[0.44912289 0.04719769 0.3267077  0.05215886 0.12481287]
 [0.30394593 0.23836025 0.19567605 0.13224104 0.12977673]
 [0.085074   0.27381669 0.24555656 0.12056011 0.27499265]
 [0.12164925 0.3543697  0.31505452 0.1146776  0.09424893]
 [0.22520203 0.27679234 0.27090244 0.08460629 0.14249691]]"
58,"[[0.17136294 0.17550195 0.20608681 0.28452715 0.16252115]
 [0.5144976  0.167485   0.12988377 0.09783322 0.09030042]
 [0.20002915 0.27844032 0.21813    0.12558505 0.17781549]
 [0.18010375 0.21976794 0.2498393  0.11951362 0.23077539]
 [0.23054002 0.18643549 0.21928635 0.11624553 0.24749261]]"
59,"[[0.32026823 0.0706275  0.02760606 0.18206228 0.39943592]
 [0.09459134 0.29335987 0.16019466 0.23272094 0.21913318]
 [0.32723485 0.12846666 0.28080432 0.21581557 0.04767861]
 [0.03743483 0.32953053 0.23343624 0.38892121 0.01067719]
 [0.3271602  0.34685475 0.07025152 0.23318062 0.02255291]]"
60,"[[0.38755098 0.06220062 0.11066361 0.3767029  0.06288189]
 [0.33506525 0.23910911 0.34912568 0.00889542 0.06780453]
 [0.07718581 0.19985938 0.36078962 0.11535176 0.24681343]
 [0.4160141  0.09362722 0.07539625 0.07374382 0.3412186 ]
 [0.19158893 0.39687968 0.02203422 0.35610171 0.03339546]]"
61,"[[0.18050591 0.26319357 0.18594565 0.18261575 0.18773912]
 [0.12267616 0.35643656 0.08640194 0.05592305 0.37856229]
 [0.3842388  0.09636449 0.22949268 0.11891031 0.17099372]
 [0.28597354 0.0720316  0.0271405  0.59515424 0.01970012]
 [0.41341934 0.12768142 0.31548894 0.06695023 0.07646007]]"
62,"[[0.26797132 0.11037725 0.19237915 0.03405106 0.39522123]
 [0.32218805 0.00156236 0.05191247 0.19388496 0.43045216]
 [0.01263688 0.40301377 0.02713517 0.30532969 0.25188449]
 [0.09029647 0.369405   0.08525665 0.31769437 0.13734751]
 [0.19952645 0.22724712 0.13186725 0.38794795 0.05341123]]"
63,"[[0.07161102 0.29225269 0.3468047  0.27348572 0.01584588]
 [0.26814411 0.19604172 0.12437841 0.1806087  0.23082706]
 [0.31591992 0.30366406 0.03207869 0.1995418  0.14879553]
 [0.1590733  0.31844241 0.00209065 0.17167767 0.34871598]
 [0.28959784 0.19606161 0.43155189 0.07843825 0.00435041]]"
64,"[[0.22551088 0.21422323 0.14867114 0.13116827 0.28042649]
 [0.37505586 0.02574156 0.06260693 0.47565152 0.06094413]
 [0.13115021 0.26594408 0.20430696 0.22758389 0.17101485]
 [0.19760047 0.34385953 0.10480207 0.03868911 0.31504883]
 [0.27843181 0.21008256 0.0952635  0.35819699 0.05802514]]"
65,"[[0.28107355 0.19712339 0.26575992 0.09704186 0.15900128]
 [0.04969901 0.15944177 0.32092168 0.28313387 0.18680367]
 [0.16483214 0.28427996 0.26174477 0.05137589 0.23776724]
 [0.26932049 0.06221935 0.2326615  0.26993408 0.16586459]
 [0.13902104 0.21641115 0.31350419 0.25965203 0.0714116 ]]"
66,"[[0.36806642 0.10823391 0.07442856 0.16529023 0.28398088]
 [0.1831791  0.26644442 0.27562596 0.22809517 0.04665536]
 [0.24394233 0.32471348 0.19437953 0.18089442 0.05607025]
 [0.21818236 0.31317863 0.1922628  0.10286364 0.17351258]
 [0.29022304 0.29062586 0.17920449 0.08559232 0.1543543 ]]"
67,"[[0.11503357 0.25751269 0.19827251 0.04731009 0.38187114]
 [0.07203462 0.28874933 0.33234752 0.1767952  0.13007333]
 [0.19673164 0.13464953 0.12040391 0.19906485 0.34915008]
 [0.07423436 0.2280411  0.24592896 0.3109367  0.14085889]
 [0.31212931 0.13444169 0.0207019  0.17871119 0.35401592]]"
68,"[[0.30924895 0.30633714 0.11097231 0.13039951 0.14304208]
 [0.19764238 0.14633626 0.30530746 0.12678159 0.22393231]
 [0.22563727 0.30379702 0.21521691 0.20930233 0.04604647]
 [0.2406248  0.20775394 0.05693813 0.1904403  0.30424283]
 [0.1686645  0.13885214 0.21827178 0.2851236  0.18908798]]"
69,"[[0.22818784 0.02853723 0.16394992 0.31176154 0.26756347]
 [0.13960081 0.30655931 0.06061985 0.25105804 0.24216199]
 [0.34221794 0.15242084 0.29324956 0.14262185 0.06948981]
 [0.35453618 0.33601059 0.0924705  0.14533198 0.07165074]
 [0.062209   0.14348252 0.4055994  0.37073892 0.01797016]]"
70,"[[0.21342354 0.25837242 0.28749636 0.16757006 0.07313761]
 [0.30615196 0.05843907 0.37817516 0.22228043 0.03495338]
 [0.10361546 0.41748701 0.07924383 0.31825474 0.08139896]
 [0.36896484 0.0834196  0.22217038 0.18290155 0.14254364]
 [0.1965504  0.21863204 0.23931378 0.1846056  0.16089818]]"
71,"[[0.25799665 0.23243005 0.32948819 0.16733864 0.01274646]
 [0.2280125  0.23722008 0.2198166  0.21421994 0.10073088]
 [0.30479586 0.37529463 0.06588886 0.12070108 0.13331957]
 [0.18407414 0.20519904 0.04709832 0.42356739 0.14006111]
 [0.2136225  0.17617484 0.18173705 0.23531735 0.19314825]]"
72,"[[0.08575631 0.32250268 0.12075483 0.16299234 0.30799384]
 [0.38759189 0.27189939 0.03150775 0.1315169  0.17748408]
 [0.20393127 0.07364168 0.48069689 0.1918618  0.04986837]
 [0.18630626 0.13081467 0.31242462 0.27862732 0.09182714]
 [0.3514265  0.17661205 0.17282866 0.13277849 0.16635431]]"
73,"[[0.14159888 0.25447139 0.44309117 0.12459093 0.03624762]
 [0.06514769 0.19206161 0.41530781 0.31142536 0.01605753]
 [0.29214444 0.04490416 0.00354234 0.55799338 0.10141567]
 [0.24475708 0.17136528 0.32963116 0.12285813 0.13138835]
 [0.31357657 0.0777502  0.1028526  0.41567281 0.09014783]]"
74,"[[0.26457674 0.45032862 0.16130281 0.09809714 0.0256947 ]
 [0.32056733 0.41401569 0.09348481 0.10921814 0.06271402]
 [0.13843959 0.29532463 0.03219014 0.37315881 0.16088682]
 [0.23609354 0.14641244 0.27488285 0.22146454 0.12114663]
 [0.28272336 0.19263152 0.03788267 0.20745422 0.27930824]]"
75,"[[0.36988166 0.07303778 0.17541695 0.30437177 0.07729184]
 [0.25004992 0.16748909 0.25380052 0.09505968 0.23360079]
 [0.10514379 0.15912139 0.07649194 0.34018856 0.31905432]
 [0.1948812  0.33198462 0.24371008 0.00956473 0.21985937]
 [0.25599338 0.45410571 0.04438711 0.0513834  0.1941304 ]]"
76,"[[0.32576053 0.04628742 0.11584339 0.44268466 0.069424  ]
 [0.25396964 0.29481243 0.2359473  0.10918126 0.10608936]
 [0.13876959 0.24311467 0.36260944 0.17733507 0.07817123]
 [0.07363773 0.22725216 0.26883084 0.2416666  0.18861267]
 [0.19234855 0.24000612 0.12656077 0.21520122 0.22588334]]"
77,"[[0.02717725 0.10915607 0.29489743 0.22973144 0.33903782]
 [0.00418338 0.27110564 0.22436272 0.23847012 0.26187814]
 [0.39607012 0.13960175 0.23668466 0.0870951  0.14054837]
 [0.24073618 0.18690849 0.34069957 0.0505697  0.18108605]
 [0.11059333 0.43301687 0.01392848 0.33333787 0.10912344]]"
78,"[[0.4163064  0.09889902 0.15836187 0.16120755 0.16522516]
 [0.15857423 0.32484945 0.02713367 0.22394464 0.26549801]
 [0.20834271 0.40387738 0.00317499 0.06918783 0.3154171 ]
 [0.20829713 0.22381986 0.25170956 0.24130489 0.07486857]
 [0.44127233 0.12495235 0.09175497 0.03689326 0.30512709]]"
79,"[[0.24635354 0.32261755 0.06483561 0.04853361 0.3176597 ]
 [0.26433602 0.08189354 0.34499662 0.28690005 0.02187377]
 [0.30934863 0.30016653 0.062473   0.17033463 0.15767722]
 [0.42859132 0.18487948 0.17672292 0.04071333 0.16909295]
 [0.00635507 0.13428191 0.0252243  0.38288944 0.45124927]]"
80,"[[0.20110649 0.15509945 0.31751014 0.21865114 0.10763278]
 [0.20721646 0.17103909 0.23980253 0.13836547 0.24357645]
 [0.01492946 0.28897591 0.09473859 0.23909058 0.36226546]
 [0.12356087 0.03119637 0.21024152 0.32897055 0.30603068]
 [0.31095421 0.02973344 0.24442983 0.22584532 0.18903719]]"
81,"[[6.55594473e-02 1.73864985e-01 2.04278368e-01 1.91177103e-01
  3.65120096e-01]
 [2.89455650e-01 1.94926798e-04 5.19587909e-01 1.81930749e-01
  8.83076537e-03]
 [1.76742130e-01 2.77398275e-01 1.28703355e-01 2.08211997e-01
  2.08944244e-01]
 [4.50067253e-01 2.87647534e-01 4.21556858e-02 6.48266107e-02
  1.55302917e-01]
 [1.52961886e-01 3.32396945e-01 2.08180164e-01 1.51167391e-01
  1.55293614e-01]]"
