,0
40,"[[1.         0.50879442 0.6463023  0.10348105 0.        ]
 [0.54744067 1.         0.38035049 0.18079479 0.        ]
 [1.         0.6034295  0.09610558 0.27280376 0.        ]
 [0.79070116 1.         0.42242034 0.41806058 0.        ]
 [1.         0.38307055 0.17591782 0.24467541 0.        ]]"
41,"[[0.38649315 0.33787473 1.         0.72848344 0.        ]
 [1.         0.45538564 0.25867445 0.10852917 0.        ]
 [1.         0.97240589 0.48692193 0.         0.00803358]
 [1.         0.7584015  0.41271779 0.55956059 0.        ]
 [0.71860158 1.         0.96410747 0.56333067 0.        ]]"
42,"[[1.         0.42799849 0.81802457 0.28343396 0.        ]
 [1.         0.29431884 0.71428928 0.64466792 0.        ]
 [1.         0.91345928 0.62505629 0.22420853 0.        ]
 [1.         0.91361706 0.83554293 0.17157557 0.        ]
 [1.         0.23658891 0.         0.78969053 0.13120512]]"
43,"[[0.74132546 0.71300571 1.         0.14779072 0.        ]
 [1.         0.9287763  0.24560742 0.16879675 0.        ]
 [0.87913608 1.         0.56492922 0.         0.46217187]
 [1.         0.9944947  0.05948587 0.96645003 0.        ]
 [1.         0.0390213  0.84691942 0.         0.66198599]]"
44,"[[0.37076653 0.94087949 1.         0.59700096 0.        ]
 [1.         0.89463649 0.95825035 0.84368192 0.        ]
 [1.         0.43641776 0.03924275 0.         0.41645605]
 [1.         0.24350203 0.47128759 0.07367402 0.        ]
 [1.         0.88045472 0.         0.46680608 0.37186338]]"
45,"[[0.46992744 0.80501209 1.         0.         0.06585767]
 [0.29239521 1.         0.64020397 0.11598931 0.        ]
 [0.81816726 0.60592952 1.         0.30839396 0.        ]
 [1.         0.82837746 0.46904143 0.         0.00523504]
 [1.         0.98548194 0.04387395 0.98119394 0.        ]]"
46,"[[1.         0.71609584 0.63723885 0.52701657 0.        ]
 [1.         0.46389615 0.82095123 0.80180937 0.        ]
 [1.         0.81759397 0.58819175 0.5609264  0.        ]
 [0.43733288 0.23505156 0.57319559 0.         1.        ]
 [0.         1.         0.77827827 0.41396105 0.23578853]]"
47,"[[0.27714992 0.         0.19889978 1.         0.23435388]
 [1.         0.73287303 0.84564406 0.34055551 0.        ]
 [1.         0.7622524  0.39962133 0.         0.15964156]
 [0.34964922 0.12064932 0.68706727 1.         0.        ]
 [1.         0.99870179 0.0837904  0.         0.0715089 ]]"
48,"[[1.         0.501181   0.20078321 0.11674857 0.        ]
 [0.61992077 1.         0.39018979 0.16749441 0.        ]
 [1.         0.70222485 0.66089246 0.5834178  0.        ]
 [1.         0.40767929 0.78739782 0.2438084  0.        ]
 [1.         0.78346006 0.90797219 0.26799843 0.        ]]"
49,"[[1.         0.07530089 0.77926751 0.         0.04967327]
 [1.         0.06786667 0.34079065 0.2579935  0.        ]
 [0.60963655 1.         0.4829798  0.13447751 0.        ]
 [1.         0.46697249 0.44196431 0.08492904 0.        ]
 [1.         0.72053881 0.14767053 0.27574243 0.        ]]"
50,"[[1.         0.6728438  0.08901185 0.         0.01702027]
 [1.         0.98239662 0.19527698 0.95066911 0.        ]
 [1.         0.05317729 0.26671545 0.37365083 0.        ]
 [0.80037681 0.64055231 1.         0.23924811 0.        ]
 [1.         0.95290193 0.71843871 0.05115518 0.        ]]"
51,"[[0.86276056 1.         0.77535658 0.83998227 0.        ]
 [1.         0.94690357 0.52992985 0.47726401 0.        ]
 [1.         0.93260485 0.99425601 0.19898709 0.        ]
 [1.         0.56027193 0.48708814 0.         0.43268347]
 [1.         0.76881868 0.29432855 0.34470155 0.        ]]"
52,"[[0.87123901 1.         0.30523116 0.12783964 0.        ]
 [1.         0.8216123  0.31132495 0.02940878 0.        ]
 [0.05866689 0.91087625 0.         1.         0.96057585]
 [1.         0.82284776 0.51039844 0.14062907 0.        ]
 [0.60168766 1.         0.85162682 0.08033305 0.        ]]"
53,"[[0.61770978 1.         0.87006333 0.24836507 0.        ]
 [0.9164748  1.         0.77286019 0.         0.28014951]
 [0.         1.         0.63896347 0.91880383 0.60556522]
 [1.         0.35445476 0.46765868 0.         0.10860395]
 [0.91155778 1.         0.6410339  0.09968136 0.        ]]"
54,"[[1.         0.01561556 0.85308441 0.03359555 0.        ]
 [1.         0.49901273 0.0319548  0.59103799 0.        ]
 [1.         0.7524944  0.64037568 0.33389074 0.        ]
 [1.         0.03878147 0.82106903 0.81487916 0.        ]
 [0.54901982 1.         0.62707648 0.17422745 0.        ]]"
55,"[[1.         0.         0.16159318 0.15250946 0.07273674]
 [0.77136847 1.         0.         0.72644489 0.13087258]
 [0.91037053 1.         0.         0.53962133 0.47060331]
 [0.90210199 1.         0.89046836 0.77515526 0.        ]
 [1.         0.30068081 0.         0.20733527 0.08669249]]"
56,"[[1.         0.23489908 0.40589622 0.08510548 0.        ]
 [1.         0.29663153 0.05180594 0.23140817 0.        ]
 [0.85733691 0.58871041 1.         0.26098859 0.        ]
 [0.5950972  0.90981671 1.         0.46977911 0.        ]
 [0.63145002 0.54682914 1.         0.         0.00609952]]"
57,"[[0.99963258 0.1090148  1.         0.55777044 0.        ]
 [0.9255826  0.89523693 1.         0.         0.35223372]
 [1.         0.78898415 0.38896653 0.         0.02609575]
 [0.76439863 1.         0.40465011 0.30169267 0.        ]
 [1.         0.14602895 0.12672966 0.03892358 0.        ]]"
58,"[[1.         0.1278858  0.87892847 0.65544586 0.        ]
 [1.         0.86200811 0.82426648 0.63902494 0.        ]
 [1.         0.82862191 0.16154404 0.72565419 0.        ]
 [0.47710692 0.75182826 1.         0.         0.58547893]
 [1.         0.99275074 0.0976664  0.31068109 0.        ]]"
59,"[[1.         0.72721996 0.20229503 0.03229973 0.        ]
 [1.         0.71174004 0.54953988 0.53089571 0.        ]
 [0.88677578 1.         0.74158515 0.47025381 0.        ]
 [0.97062829 0.59337753 1.         0.06510572 0.        ]
 [1.         0.         0.62611732 0.23211557 0.27205466]]"
60,"[[1.         0.78059095 0.36642924 0.33650544 0.        ]
 [0.80049096 0.60196902 1.         0.59800291 0.        ]
 [1.         0.12824313 0.71417883 0.32284937 0.        ]
 [1.         0.49304764 0.         0.48402492 0.34254959]
 [1.         0.65086484 0.02302741 0.46343523 0.        ]]"
61,"[[1.         0.97101919 0.3354562  0.07606379 0.        ]
 [0.79991383 0.41399358 0.59865827 1.         0.        ]
 [1.         0.71941625 0.         0.11485201 0.87510242]
 [1.         0.77165801 0.07247164 0.69248031 0.        ]
 [1.         0.58448481 0.28139477 0.         0.073601  ]]"
62,"[[1.         0.48790205 0.68568753 0.43349063 0.        ]
 [0.06446415 0.73293182 1.         0.7211129  0.        ]
 [0.55860105 1.         0.17134783 0.70253522 0.        ]
 [1.         0.45298759 0.08133181 0.74255946 0.        ]
 [0.94073949 1.         0.47460787 0.19850713 0.        ]]"
63,"[[0.847707   1.         0.18804684 0.         0.25853977]
 [1.         0.8788247  0.89949086 0.         0.41537339]
 [1.         0.41758151 0.4150675  0.         0.98847165]
 [1.         0.67280518 0.06192589 0.41924022 0.        ]
 [0.85652796 1.         0.51464453 0.         0.10980094]]"
64,"[[0.97139174 0.87983961 0.67365195 1.         0.        ]
 [1.         0.89109229 0.75036534 0.81089632 0.        ]
 [0.67871178 1.         0.82244345 0.2213831  0.        ]
 [1.         0.68868602 0.36940849 0.61663974 0.        ]
 [1.         0.69289709 0.74387256 0.3556686  0.        ]]"
65,"[[0.64917155 1.         0.38432333 0.04173028 0.        ]
 [1.         0.38817483 0.37186225 0.76687716 0.        ]
 [1.         0.78759011 0.54233495 0.47000959 0.        ]
 [1.         0.59345585 0.53258782 0.88011054 0.        ]
 [1.         0.88342504 0.16658035 0.85131684 0.        ]]"
66,"[[0.82718282 0.         1.         0.62466272 0.37131135]
 [1.         0.19704628 0.33065413 0.         0.79942469]
 [0.4438301  1.         0.76625327 0.2660819  0.        ]
 [1.         0.45253794 0.20664278 0.02055904 0.        ]
 [1.         0.64792922 0.2468039  0.41763648 0.        ]]"
67,"[[1.         0.90417026 0.56782592 0.         0.83044815]
 [1.         0.57509954 0.50385914 0.         0.78192592]
 [0.76782077 1.         0.88208324 0.34934983 0.        ]
 [0.80638791 0.15815788 1.         0.27042534 0.        ]
 [1.         0.90801349 0.30471848 0.25675069 0.        ]]"
68,"[[0.8706134  1.         0.42937546 0.71807966 0.        ]
 [1.         0.38954445 0.72208323 0.19060177 0.        ]
 [0.9440795  1.         0.54743816 0.4640416  0.        ]
 [1.         0.67741496 0.09069353 0.58566831 0.        ]
 [1.         0.50512918 0.39949015 0.26582537 0.        ]]"
69,"[[1.         0.18751956 0.64534979 0.0213749  0.        ]
 [0.35911136 1.         0.75431281 0.06641569 0.        ]
 [0.58059227 1.         0.63830059 0.14731967 0.        ]
 [1.         0.92520372 0.90661311 0.60779403 0.        ]
 [1.         0.87530006 0.82022657 0.         0.75663376]]"
70,"[[1.         0.30216678 0.86171722 0.1921105  0.        ]
 [0.83864781 1.         0.63320943 0.13543656 0.        ]
 [1.         0.85274502 0.32502278 0.         0.27375524]
 [1.         0.90929469 0.60344922 0.3608865  0.        ]
 [1.         0.67038451 0.27818029 0.05616975 0.        ]]"
71,"[[1.         0.62325373 0.04316571 0.03869524 0.        ]
 [1.         0.42678267 0.07707658 0.05715361 0.        ]
 [1.         0.60273012 0.57468617 0.05477108 0.        ]
 [1.         0.65608719 0.41987933 0.32684621 0.        ]
 [0.69293223 1.         0.53546491 0.         0.47983149]]"
72,"[[1.         0.56509851 0.         0.11497035 0.29344725]
 [1.         0.         0.44601153 0.14102269 0.08441413]
 [0.65329029 0.28341286 1.         0.         0.20180988]
 [0.67307161 0.94570619 1.         0.03721924 0.        ]
 [1.         0.11112599 0.39270067 0.24582773 0.        ]]"
73,"[[1.         0.57571847 0.         0.23584568 0.0722175 ]
 [1.         0.99081966 0.64009719 0.         0.51687648]
 [1.         0.27882093 0.         0.36299487 0.00812469]
 [0.3328407  1.         0.06005795 0.         0.0376482 ]
 [1.         0.92575024 0.91992837 0.59180395 0.        ]]"
74,"[[1.         0.20545974 0.43217079 0.07660454 0.        ]
 [0.81219713 1.         0.09967057 0.069279   0.        ]
 [1.         0.56253227 0.06156243 0.13100188 0.        ]
 [1.         0.19631663 0.36152793 0.14499837 0.        ]
 [0.32447586 1.         0.10535835 0.         0.10137102]]"
75,"[[1.         0.         0.02113588 0.77994854 0.5457455 ]
 [1.         0.75060014 0.70890229 0.         0.37874704]
 [1.         0.55696935 0.19026739 0.54364812 0.        ]
 [1.         0.7338996  0.67043318 0.61880127 0.        ]
 [1.         0.69695787 0.80885236 0.00223857 0.        ]]"
76,"[[1.         0.38046207 0.85492158 0.         0.46298879]
 [1.         0.73005815 0.95786436 0.72112999 0.        ]
 [1.         0.7327994  0.55065702 0.47194658 0.        ]
 [0.92939514 1.         0.08376938 0.89964354 0.        ]
 [1.         0.76407566 0.63739119 0.         0.45192548]]"
77,"[[0.78613975 1.         0.45311519 0.39664049 0.        ]
 [1.         0.70523362 0.25450996 0.         0.20760709]
 [0.93517859 0.52048136 1.         0.         0.34946064]
 [1.         0.81903346 0.92713026 0.         0.74359308]
 [1.         0.89879508 0.76980794 0.         0.24051558]]"
78,"[[0.6386263  0.97976064 1.         0.44294768 0.        ]
 [1.         0.59826967 0.88940802 0.59524656 0.        ]
 [0.57659111 0.26733706 1.         0.         0.12857032]
 [1.         0.13403508 0.11205467 0.         0.02104092]
 [1.         0.4728099  0.40356515 0.2927202  0.        ]]"
79,"[[1.         0.         0.37244079 0.61491113 0.2260134 ]
 [1.         0.658994   0.7860272  0.         0.41419685]
 [0.82897949 1.         0.78315943 0.         0.34767978]
 [1.         0.34111458 0.31994872 0.06522776 0.        ]
 [1.         0.6907168  0.         0.39489427 0.23324402]]"
80,"[[1.         0.7357269  0.61335915 0.3838135  0.        ]
 [0.94962881 1.         0.45405155 0.37395137 0.        ]
 [1.         0.51900366 0.30059755 0.         0.20286073]
 [1.         0.79272161 0.311022   0.11718269 0.        ]
 [1.         0.59897586 0.53787261 0.50196144 0.        ]]"
81,"[[0.71149089 0.17956832 0.11436711 1.         0.        ]
 [1.         0.61292894 0.73449844 0.         0.23573239]
 [1.         0.57224486 0.4144202  0.27255274 0.        ]
 [1.         0.         0.7665322  0.02055201 0.83779151]
 [0.33337183 0.82659475 0.31134464 0.         1.        ]]"
82,"[[1.         0.13032007 0.         0.84359598 0.76908311]
 [0.73079173 0.37037804 1.         0.0321676  0.        ]
 [1.         0.7425751  0.54424282 0.3955418  0.        ]
 [1.         0.10970757 0.07079083 0.         0.07132732]
 [1.         0.62440888 0.         0.26101854 0.38230996]]"
83,"[[1.         0.95284458 0.95368693 0.2321443  0.        ]
 [1.         0.34287871 0.10031388 0.         0.00660095]
 [1.         0.69792467 0.25797757 0.47201565 0.        ]
 [1.         0.         0.6456565  0.51761858 0.41017292]
 [1.         0.73131484 0.71951502 0.         0.52674119]]"
84,"[[1.         0.         0.44514131 0.90936683 0.35831252]
 [1.         0.37202214 0.22019561 0.3663538  0.        ]
 [1.         0.91781129 0.32529174 0.23475169 0.        ]
 [1.         0.89168045 0.84287579 0.60245628 0.        ]
 [0.73216661 1.         0.53528556 0.         0.20455653]]"
85,"[[0.45423601 0.19872558 1.         0.09611714 0.        ]
 [1.         0.82740878 0.59169552 0.1801866  0.        ]
 [1.         0.35733448 0.9455215  0.31637641 0.        ]
 [1.         0.18443891 0.84805795 0.         0.73111976]
 [0.69242581 1.         0.07470329 0.11705826 0.        ]]"
86,"[[1.         0.78994502 0.36823975 0.44314522 0.        ]
 [1.         0.95213037 0.41122516 0.04745527 0.        ]
 [0.52966763 0.29944461 1.         0.         0.1019501 ]
 [0.94054851 0.60848939 1.         0.26678353 0.        ]
 [0.582041   1.         0.60673632 0.         0.17016071]]"
87,"[[1.         0.85778685 0.94395681 0.18866343 0.        ]
 [1.         0.92084871 0.2655727  0.         0.15685811]
 [1.         0.79880703 0.67695081 0.32271686 0.        ]
 [0.35498319 1.         0.17249006 0.81815876 0.        ]
 [1.         0.44611225 0.         0.46129439 0.03515594]]"
88,"[[1.         0.69807719 0.39824982 0.05266465 0.        ]
 [1.         0.75613167 0.65687392 0.37819054 0.        ]
 [1.         0.98771264 0.50501034 0.29993806 0.        ]
 [1.         0.39662308 0.         0.30613565 0.04362006]
 [0.94445871 1.         0.76606808 0.3596225  0.        ]]"
89,"[[1.         0.25678648 0.         0.17358949 0.1577378 ]
 [0.23892795 0.72669135 1.         0.8767334  0.        ]
 [1.         0.44300219 0.         0.65780031 0.03235912]
 [1.         0.43958785 0.81161683 0.4143957  0.        ]
 [1.         0.77222371 0.         0.22287863 0.09394613]]"
90,"[[1.         0.67041116 0.         0.41135987 0.33952016]
 [1.         0.48669042 0.22831122 0.42552061 0.        ]
 [1.         0.82461627 0.79859464 0.         0.43607549]
 [0.89928154 0.90245111 1.         0.31847151 0.        ]
 [0.54397727 1.         0.         0.84451362 0.10025108]]"
91,"[[0.90197724 1.         0.85601796 0.         0.09807439]
 [1.         0.78786927 0.42856909 0.29454935 0.        ]
 [0.09412054 0.95344987 1.         0.77275275 0.        ]
 [1.         0.79465484 0.54254134 0.03463301 0.        ]
 [1.         0.2540212  0.2128458  0.         0.09857437]]"
92,"[[1.         0.72523517 0.77596531 0.64485084 0.        ]
 [0.8394011  1.         0.81122548 0.92901731 0.        ]
 [0.8495882  0.54360927 1.         0.         0.11216304]
 [1.         0.70948737 0.21664441 0.08440179 0.        ]
 [1.         0.16638294 0.94058198 0.         0.05252266]]"
93,"[[0.50162875 0.5824518  1.         0.         0.49224057]
 [1.         0.64787586 0.64348493 0.         0.04980727]
 [0.65873945 0.34378228 0.2910444  1.         0.        ]
 [1.         0.         0.57382324 0.04240545 0.45637749]
 [1.         0.02798508 0.48801128 0.50927268 0.        ]]"
94,"[[1.         0.80545381 0.89107193 0.97443094 0.        ]
 [0.57997566 0.17059605 1.         0.1579018  0.        ]
 [1.         0.06670123 0.46843812 0.30511924 0.        ]
 [0.84329507 1.         0.05284125 0.65815643 0.        ]
 [1.         0.85763039 0.83048737 0.13412953 0.        ]]"
