,0
22,"[[0.         0.91122579 0.69191459 0.67790798 0.02558308 0.33184551
  0.7111521  0.99127382 0.26088367 0.19565666]
 [0.25937976 0.         0.42037257 0.86397642 1.09488664 0.05671726
  0.36101636 0.31617124 0.18939264 0.48260479]
 [0.71085526 0.82334071 0.         0.62955641 0.08087869 0.56518749
  0.54016051 1.13543612 0.22992049 0.7486498 ]
 [0.21924757 0.65755896 0.79240887 0.80074668 0.09479326 0.91539844
  0.1726883  0.         0.23306673 1.12261369]
 [0.23589376 0.91333656 0.         0.21339446 0.81786467 0.20045826
  0.72191356 0.97618421 0.78432509 0.36457416]
 [0.38316692 0.1658083  0.1342554  0.2343803  0.78704662 1.
  1.32350075 0.05278089 0.         0.68919735]
 [0.         0.68942293 0.75722302 0.27460337 0.17187548 0.69193671
  0.99050511 0.83503742 0.61570386 0.34665283]
 [0.48623132 0.81767296 0.29703126 0.09334639 0.23472328 0.
  0.99853537 1.         0.18386652 0.72901003]
 [1.09045761 0.69465961 0.60260824 0.89520466 0.85769202 1.01654848
  0.         0.03789359 0.27047795 0.7251606 ]
 [0.         0.12829371 0.94055156 0.4705735  0.08358541 0.7850389
  1.17488678 0.95982588 0.43297    0.74836506]]"
23,"[[0.31369523 0.26600972 0.27727605 0.02987437 0.         0.15471104
  0.15256228 0.44672302 0.53122057 0.13411719]
 [1.00486989 0.         0.30801374 0.47304786 0.49644638 0.41348464
  0.49980555 0.45942873 0.26434521 0.21252527]
 [0.         1.97933917 0.20784682 0.15769385 0.35391077 0.87389815
  0.34221622 1.00161791 0.64724065 0.0772502 ]
 [0.29808521 1.39334585 0.4221276  0.62190784 0.         0.52878323
  0.58431677 0.63429802 0.36868874 0.43989131]
 [0.89314268 0.3537912  0.27177655 0.42184939 0.4490883  0.34330149
  0.1837639  0.6941666  0.         0.22678399]
 [1.37593331 2.06385352 0.53774396 1.09552381 1.11989891 0.51883532
  1.12395291 0.         0.44726503 0.03002127]
 [1.5345971  0.94826473 0.69884902 0.         1.21853834 0.88971699
  0.0892953  0.69216084 0.25981807 0.28172391]
 [0.54682684 1.84811968 0.17779289 1.22765304 0.69203935 0.96723985
  0.90575924 0.48373138 0.         0.95751049]
 [1.76604305 0.71598353 0.18418413 1.15378587 1.05129284 0.86091739
  0.         0.42467123 1.         0.86040493]
 [0.83779213 2.02811828 0.81154692 0.04922244 0.32958917 0.3478233
  0.67463653 0.20109911 0.         0.96201699]]"
24,"[[0.7014064  0.16109246 0.34592978 0.00375586 1.2495888  0.45477806
  0.78916037 0.67625025 0.         0.07349206]
 [0.84474385 0.4295617  0.95598548 0.54724131 1.01976574 0.44545634
  0.         0.17488974 0.82911991 0.75278828]
 [0.83780375 0.02256418 0.79235384 0.         0.16407142 1.03662876
  0.32900695 0.69352094 0.86066046 0.0720596 ]
 [0.22065609 1.07190732 0.03489854 0.66370912 0.91734186 1.04787595
  0.97928543 0.         0.78486451 0.40628528]
 [0.         0.16405383 0.65887201 0.52236535 0.75811678 0.77681387
  0.36045082 0.13752862 0.73918505 0.76186223]
 [0.47125964 0.29602816 0.8548941  0.41558423 0.12217285 0.10240419
  0.14821942 0.19235037 0.65204876 0.        ]
 [0.88667495 0.09590403 0.46669999 0.68093072 0.54520553 0.6826307
  0.79570537 0.45475606 0.         0.47887849]
 [0.12769768 0.75755814 0.55023377 0.99921802 0.         0.73412326
  0.21267647 0.91114071 0.51698861 0.0095405 ]
 [0.03419167 0.65064883 0.97198853 0.         0.72444792 0.51551016
  0.09205358 0.15248242 1.         0.19492475]
 [0.33762121 0.5968352  0.25233214 0.17061512 0.         1.34868611
  0.55325495 0.5690694  0.13420812 0.29307431]]"
25,"[[0.22805655 1.25781903 0.07447471 0.96023976 0.91905109 0.60358741
  0.23937668 0.         0.56119482 0.80812988]
 [0.3073434  0.74817014 0.61780054 0.66767611 0.01940975 0.05494616
  0.18363629 0.92752271 0.         0.20248316]
 [0.00978898 1.17649877 0.         0.59420047 0.65822613 0.85781597
  0.70122289 0.49970801 0.62280387 0.43629337]
 [0.22255036 1.20214045 0.90005982 0.67419378 0.75945989 0.07232001
  0.6154934  0.         0.7848709  0.87697391]
 [0.05868357 0.24133885 0.3905855  0.25371299 1.         0.23948699
  0.94263851 0.         0.03488433 0.11507521]
 [0.5391787  0.19735237 0.89972462 0.         0.60805105 0.24642981
  0.31803298 1.10928974 0.57103033 0.29162498]
 [0.6194683  0.08994823 0.1553867  0.44932452 0.34825911 0.90631692
  0.5864568  0.65790384 0.45174523 0.        ]
 [0.41108871 0.02981142 0.19964299 0.58845943 0.         0.37311661
  0.05408468 1.         0.22540099 0.40930214]
 [0.55163216 0.97530481 0.         0.50806593 0.36126872 0.81457947
  0.97093221 0.34246359 0.7333916  0.10101102]
 [0.30065132 0.96804751 0.81919578 0.22400976 0.96394962 0.21670599
  0.         0.10307597 0.8191882  0.42367872]]"
26,"[[1.         0.68546019 0.56413618 0.65361975 0.84043724 0.
  0.5648671  0.05397539 1.24884487 0.42272698]
 [0.02349284 0.40050575 0.12568359 0.21778044 0.78871336 0.52015755
  0.         0.92273186 0.46077983 0.39805619]
 [0.15339403 0.46267696 0.78122163 1.10596673 0.3112264  1.06927907
  0.         1.03900067 1.2780683  0.74475762]
 [0.56789757 0.28672323 0.90418633 0.99080955 0.48346521 0.65031322
  0.48692506 0.51979737 0.         1.0492174 ]
 [0.46430781 0.         0.98028352 0.5162052  0.66547561 0.80011149
  0.46297802 0.53053671 1.21868094 0.3225758 ]
 [0.86232281 0.70670881 0.67079833 0.21400267 0.00976819 0.
  0.03873838 0.19735843 0.86132234 0.01754958]
 [0.37036313 1.19349228 0.8751733  0.70772578 0.92116516 0.27955145
  0.         0.00849385 0.92522608 0.01100712]
 [0.         1.08373845 0.60863948 0.73065537 0.86790545 1.11727575
  0.04484655 0.3851719  0.9958972  0.34196427]
 [0.03219962 0.85589076 0.62246986 0.36947143 0.28079851 0.51474061
  0.56257954 0.         0.92031187 0.7311278 ]
 [0.33912056 0.85547606 0.69163733 0.         0.18406089 1.14935267
  0.62519616 0.06132787 0.97120867 0.3020522 ]]"
27,"[[0.45199241 0.         0.77824956 0.33740769 0.3875502  0.10248198
  0.98273697 1.15507246 0.41311018 1.11674779]
 [0.12645624 0.53922512 0.13789131 0.54251225 0.33455109 0.44541436
  0.         0.61373254 0.23809252 0.85893411]
 [0.86233657 0.         0.22168049 1.02169917 0.25161324 0.2199671
  1.04029471 0.87768665 0.12948492 0.06498849]
 [0.         0.44062258 0.56937995 1.         0.73890974 0.50697444
  0.13699714 1.08426005 0.54874047 0.06054972]
 [0.85282279 0.         0.75252858 0.82219592 0.02292509 1.02092954
  0.63480415 0.89510581 1.0742031  1.23057815]
 [0.45674543 0.86040469 0.16952683 0.17354006 0.25004093 0.
  0.02555644 1.14953583 0.95740679 1.15123321]
 [0.83817951 0.78256026 0.96126606 0.         0.07836583 0.91144988
  0.44512486 0.65583422 0.04813279 0.63201337]
 [0.07516128 0.74197773 0.57748224 0.60125764 0.44754931 0.58957054
  0.72922903 0.10472425 0.         0.93765819]
 [0.90761301 0.6479924  0.53399779 0.         0.04348109 0.68872792
  1.00873969 0.82064491 0.08961678 0.11201877]
 [0.88371859 1.14060131 0.07868803 0.71282644 0.58887977 0.19703122
  0.66280308 0.         0.85652091 0.61566632]]"
28,"[[0.82554885 0.50919054 0.81211394 0.15966777 0.         0.98769796
  0.66923696 0.68422414 0.56313786 1.53962926]
 [0.97606795 0.98275251 0.7330647  0.75256292 0.42080586 0.19871211
  0.         0.75201039 0.45413499 0.8538549 ]
 [0.30923035 1.0030907  0.2659893  0.         1.07816506 1.11707025
  0.12694599 0.90774842 0.241063   1.29375486]
 [0.50308318 0.53352989 0.67281551 0.39110523 0.53525051 1.03527688
  0.         0.41622794 0.77867555 1.0189362 ]
 [0.49598284 1.03771208 0.51117319 0.         0.55588708 0.53831244
  0.24425553 0.24614939 0.62473912 0.79824308]
 [0.91717131 1.03727949 0.12560091 0.91485053 0.92632548 0.08489397
  0.         0.03920845 0.07493717 1.57348341]
 [0.81091781 0.98374685 0.         0.1565667  0.33520868 0.22701416
  0.0182555  0.8725698  0.48883239 1.52304078]
 [0.92378196 0.91408287 0.38712085 0.9171246  0.         0.53159185
  0.29036807 0.63596093 0.1586461  2.05857232]
 [0.48317974 0.92779845 0.04798904 0.69043354 0.24083091 0.
  0.3448612  1.05118648 0.95606223 2.08716282]
 [0.34622085 0.59711001 0.23853151 0.17140655 0.58572516 0.17419426
  0.01061498 0.         0.32128903 0.54723388]]"
29,"[[0.12692538 0.77266686 0.46403363 0.55805385 0.52114951 0.
  0.27854887 0.2742639  0.48751324 0.97812552]
 [0.73493101 1.         0.71298971 0.8574027  0.86097604 0.05885634
  0.87304754 0.         0.76640813 0.71904953]
 [0.12793315 0.         0.53237529 0.67822412 0.13814426 0.57203774
  0.76176438 0.43080304 0.8608093  0.08607893]
 [0.96400267 1.06191029 0.28747783 0.8339083  0.         1.03678792
  0.97691064 0.36978218 0.02843314 0.58129703]
 [0.4593752  0.03042305 0.45248172 0.         1.         0.73832634
  0.55469329 0.7453716  0.43322459 0.71052299]
 [0.03262604 0.         1.09460906 0.84894987 0.22942117 0.48268228
  0.44234359 0.48772353 1.05876719 0.27470107]
 [1.04406256 0.02585035 0.49133903 0.73186717 0.16075761 0.23535743
  1.         0.53874091 0.73217554 0.        ]
 [0.         0.66295145 1.10386491 0.8003532  0.56432635 0.47352514
  1.02683172 0.16197458 0.99094081 1.07533294]
 [0.71386315 0.10651407 1.16169748 0.69312351 0.27295028 0.78370912
  0.49454924 0.43044451 0.         0.40627836]
 [0.47826703 0.07723031 1.06776768 0.74995586 0.01429729 0.65959614
  0.58862246 0.92994455 0.         0.87964141]]"
30,"[[1.         0.20126588 0.50796294 0.07731933 0.59402072 0.
  0.09060611 0.73483151 0.34628768 0.84689173]
 [1.04968429 0.24412778 0.6324971  0.79520075 0.16558514 0.42189822
  0.49077055 0.33284071 0.         1.19608605]
 [0.75047294 0.55702743 0.14157854 0.47216597 0.77963427 0.72044034
  0.91505836 0.         0.30303692 0.01183395]
 [0.99141304 0.38886739 0.79227405 0.         0.60354332 0.2656735
  0.35613441 0.30625488 0.39967125 0.89881669]
 [0.35586143 0.11210303 0.02266694 0.42905904 0.44243855 0.
  0.72314991 0.3049633  0.73366103 0.08189903]
 [0.26512308 0.60547056 0.98949394 0.         0.33303264 0.44168795
  0.88001185 0.67443217 0.80463962 1.36650372]
 [0.4770347  0.9534449  0.34637868 0.45181096 0.64477276 0.
  0.15170034 0.23498679 0.16428313 0.53244469]
 [0.15436741 0.11432598 0.17987462 0.8426285  0.45537001 0.02422276
  0.3122635  0.         0.89020963 0.80592694]
 [0.47027562 0.         0.27892077 0.63200613 0.20933462 0.07804941
  0.40994722 0.173753   1.         1.10779201]
 [0.78048975 0.16141306 0.51967087 0.27159324 0.40883496 0.58648099
  0.65093498 0.25650826 0.         0.35169997]]"
31,"[[0.59327944 0.09903041 0.         0.52439178 0.0915655  0.5054557
  0.15724141 0.34300451 0.83297504 0.61343905]
 [0.57784482 0.70574558 1.16928609 0.21269056 0.21603243 0.16292738
  0.         1.2443576  0.22885078 0.44151473]
 [0.49732488 0.47535095 0.5913718  0.39234954 0.50825767 0.86475079
  0.6968562  0.         0.43972808 1.09904006]
 [1.16387482 0.92518405 0.         0.34812402 0.02925759 1.00639263
  0.97653707 1.23717795 0.51038916 1.19505029]
 [0.29905539 0.18465101 0.19169569 0.45586827 1.         0.
  0.45602362 0.61445111 0.29161089 0.67733243]
 [0.65772126 0.92687705 0.         0.67434283 1.16786988 0.0949453
  1.00568437 0.71437443 0.54343605 0.84261825]
 [0.28010967 0.33096113 0.26391483 0.22587469 1.47942015 0.61208507
  0.70810414 0.87496884 0.17995121 0.        ]
 [0.1891954  0.75659304 0.5197242  0.47803999 0.         0.77688602
  0.18091691 0.14333572 0.56026691 0.59563933]
 [0.02305454 0.34338198 0.         0.11478711 1.62532465 0.62029475
  0.07943236 0.77381987 0.21896657 0.37269623]
 [0.62165112 0.22917739 0.19205702 0.79753706 0.         0.83954419
  0.80773019 0.57279844 0.16399941 0.91066149]]"
32,"[[3.86564166e-01 1.15469708e+00 7.29213673e-01 0.00000000e+00
  4.14268920e-01 1.79067346e-01 4.90754956e-01 5.00233086e-01
  8.12095320e-01 3.87879294e-01]
 [5.61274143e-01 1.00000000e+00 4.47444090e-02 8.33225326e-01
  9.06938127e-01 6.06534169e-01 0.00000000e+00 1.26295143e+00
  5.30516707e-01 8.93679641e-01]
 [1.41906590e-01 4.78209997e-01 2.77741691e-01 7.04077571e-01
  4.60567703e-01 1.40824765e+00 7.43752859e-01 1.32635961e+00
  0.00000000e+00 3.17456680e-01]
 [5.97515453e-01 1.22593885e-01 5.87467938e-01 2.38358044e-01
  6.30637864e-01 2.00578361e+00 6.30054948e-01 1.20693744e+00
  0.00000000e+00 7.17569878e-01]
 [5.03845400e-01 7.73489246e-01 0.00000000e+00 9.14134919e-01
  1.39413969e-01 1.42369598e+00 5.21476191e-01 1.04370393e-01
  1.14829640e-01 8.85476618e-01]
 [4.11035174e-02 1.73044289e-01 4.75789759e-01 1.23590921e-03
  0.00000000e+00 2.10901165e-01 7.59639527e-02 2.93396002e-01
  2.52945632e-01 2.21417817e-01]
 [8.07918852e-01 0.00000000e+00 8.67275088e-01 2.97111808e-01
  2.50648315e-01 1.37098460e+00 9.66177974e-02 7.47697512e-01
  9.59958938e-01 2.00613112e-01]
 [1.01851104e-01 7.74955673e-01 1.41125846e-01 6.03953730e-01
  5.16705904e-01 4.49928470e-01 1.65148448e-01 0.00000000e+00
  6.43424660e-01 5.47135624e-01]
 [0.00000000e+00 6.24668729e-01 5.84651463e-01 9.40424725e-01
  1.26898742e+00 7.19367852e-01 8.38275650e-01 1.42011583e+00
  3.79484166e-01 9.16133793e-01]
 [4.52209307e-01 9.17149755e-01 1.01844876e+00 1.52300886e-01
  2.62674247e-01 7.62500715e-01 6.04962514e-01 1.62699300e-01
  0.00000000e+00 6.22687482e-01]]"
33,"[[0.81006604 0.44221068 0.26504908 0.18376253 0.2167876  0.31012973
  0.         0.10919897 0.08704629 0.53087008]
 [0.58428198 0.94144665 0.         1.004707   0.29702181 0.08705133
  0.54159706 0.29058756 0.5225818  1.11014642]
 [0.         0.74569787 0.42703742 0.89667658 0.42345452 0.5390849
  1.10623567 0.0266927  0.71365684 0.57170154]
 [0.11952765 0.01295682 0.39389296 0.52468699 0.20492806 0.
  0.99220795 0.84889914 0.47919586 0.22001593]
 [0.63875705 0.47592345 0.46115349 0.71817221 0.16322964 0.25969135
  0.         0.77355615 0.0268326  0.85007328]
 [2.13261289 0.81877766 0.         0.36093172 0.62481347 0.10258846
  0.10044591 0.1194885  0.6822854  0.83211007]
 [1.83867668 0.45690004 0.37120219 0.41250582 0.76396374 0.05071326
  0.32306131 0.73057449 0.         0.67806973]
 [1.66808998 0.59000166 1.10030094 1.09806198 0.         0.91240227
  0.59205939 0.18112814 1.15661415 0.31959935]
 [0.39808362 0.83167443 0.52901091 0.65702166 0.14888223 0.27082309
  0.01844407 0.         0.19725357 1.02348878]
 [1.32799901 0.48933769 0.51681221 0.         0.77613282 0.76272063
  0.60059776 0.84168045 0.63701868 0.06169617]]"
34,"[[0.35978261 0.16508564 1.21332516 0.61993069 0.70662052 1.11837319
  0.17894342 0.         0.1632647  0.29205219]
 [0.26315351 0.         0.24388501 0.60676488 0.75361373 0.85610837
  0.02810705 1.14487108 0.13411741 0.7064416 ]
 [0.         0.75788004 0.80446113 0.59846273 0.81186703 0.30964122
  0.57982201 0.37955178 0.37329355 0.29983157]
 [1.03795102 0.70731028 0.65301873 0.52601052 0.43494399 0.
  0.26041835 0.91981421 1.01156863 0.805515  ]
 [0.55355393 1.02194734 0.42724031 0.         0.03364518 0.0967394
  0.03795868 0.37556963 0.21479772 0.52114636]
 [0.6123485  0.35177608 0.00414867 0.43817503 0.53500994 0.
  0.73292723 0.08047459 0.83565611 1.04973214]
 [0.00727475 0.4555338  0.07803034 0.07979989 0.08604712 1.0756882
  0.         1.06215688 0.94725713 1.15723307]
 [0.86766642 0.29641135 0.27565081 0.44988006 0.26551802 0.94107172
  0.47244733 0.         0.35087563 0.26390536]
 [0.10843449 0.         0.13867546 0.89983654 0.48692669 1.05402905
  1.03433491 0.67449746 1.         0.47139351]
 [0.15808586 0.44936898 0.67212572 0.12259728 0.         0.71892419
  0.86267685 0.48929883 0.74082143 0.19401862]]"
35,"[[0.59817674 0.23811941 0.36200235 0.12251566 1.52955034 0.
  0.97112233 0.52274112 0.27866137 1.34896711]
 [0.65725528 0.53250276 0.98260305 0.02342461 1.29350141 0.13946072
  0.8713519  0.70644581 1.18654732 0.        ]
 [0.05806075 0.92082494 0.68991766 0.06593689 0.23824002 0.66937791
  0.81750968 0.80600818 0.35437449 0.        ]
 [1.00407969 0.18160759 0.60942318 0.95174816 1.13552399 0.97117406
  0.34926209 0.         0.28716115 0.36938692]
 [0.55296347 0.67091333 0.44160943 0.24851985 0.8891494  0.79678748
  0.39467531 0.14224503 0.         0.06304069]
 [0.37962285 0.24079139 0.29173718 0.42359408 0.4324495  0.
  0.67230118 0.31124143 0.45400771 1.15107407]
 [0.74684929 0.19851371 0.44949529 0.         0.07143994 0.69603379
  0.73714127 1.07868646 0.19840004 0.0963852 ]
 [0.1323116  0.39833516 0.88366571 0.80711493 1.00911785 0.27761102
  0.57062001 0.         0.62194164 0.46382312]
 [0.37719789 0.00602961 0.         0.79080885 0.52007241 0.87391743
  0.61184524 0.58003956 0.79497387 0.19682552]
 [0.33829322 0.37957239 0.10661331 0.3579667  0.37687677 0.43376368
  0.1428213  0.87960337 0.35043342 0.        ]]"
36,"[[0.         1.1050289  0.61354698 0.68835791 0.90253133 1.36988014
  1.36664062 0.59595468 0.74815007 0.69793061]
 [0.10324306 0.87021168 0.7915137  0.26645053 0.10317608 0.
  0.34449126 0.48572297 0.69000253 0.45717671]
 [0.24169818 0.76503456 0.57518201 0.         0.56386075 0.01292322
  0.98602504 0.83448024 0.56787054 0.85241327]
 [1.02653417 0.42818892 1.2090326  0.49894387 0.20912057 0.09480359
  0.0659984  0.         0.59064501 0.98631361]
 [0.11214099 0.56849106 0.         0.17010937 0.30184257 1.3057215
  0.35928859 1.16923143 0.66078673 0.69238379]
 [0.22072572 0.14464722 0.34375758 0.31994634 0.1343988  0.34315048
  0.03195957 0.         0.72904689 0.12068285]
 [0.67993622 0.         0.65763069 0.03706465 0.27313441 0.27155182
  0.15851302 0.24828286 0.13701838 0.2897829 ]
 [0.71901464 0.59377901 0.17423686 0.35418358 0.85526267 0.1903626
  0.13315579 0.622253   0.         0.05866137]
 [0.34010641 0.5403131  0.4148256  0.72798667 0.85909037 0.
  0.73719677 0.84901337 1.         0.10670946]
 [0.09981924 0.         1.09054907 0.42542729 0.17063716 0.84165777
  0.64416198 0.90609742 0.60839539 0.49480574]]"
37,"[[0.63640967 0.38864497 0.58673806 0.         0.27809571 0.85835667
  0.4105786  0.90928099 0.10312309 0.65813621]
 [0.         0.69735189 0.5697079  0.0983914  0.85365337 0.76041589
  0.15326215 1.07946262 0.24783784 0.95448685]
 [0.15491839 0.77624288 0.57243282 0.62881874 0.312422   1.03417619
  0.85077832 0.47427882 0.         0.29474943]
 [0.         0.68318585 0.70544345 0.03885927 0.39819345 0.62800702
  0.5194599  0.5338416  0.39740882 0.94268631]
 [0.55598482 0.22315058 0.32157765 0.96683159 0.06396496 0.85811262
  0.         0.85177712 0.86509319 1.23252094]
 [1.01716289 0.0856349  0.42749338 0.30767696 0.21011586 0.02994683
  0.13346874 0.87023476 0.7783363  0.        ]
 [0.         0.90418357 0.88913737 1.16005532 0.48243913 0.27617579
  0.63975847 0.49853533 0.90113906 0.64868358]
 [0.34428683 0.36262249 0.05352571 0.3707978  0.         0.58712016
  0.06486876 0.387031   0.38399692 1.1086434 ]
 [0.         0.12388025 0.31435529 0.78466273 0.04912521 1.13325857
  0.69025223 0.82713589 0.75222975 0.6960948 ]
 [0.90533129 0.23351162 0.89564961 0.37017368 0.         0.07548602
  0.91443765 0.37440681 0.80223572 0.13153274]]"
