,0
11,"[[0.06756433 0.4207123  1.         0.18339609 0.        ]
 [0.         1.         0.40487944 0.10496498 0.02768476]
 [0.         0.26842641 0.16373268 0.43162051 1.        ]
 [0.         0.12586659 1.         0.05229512 0.02220141]
 [1.         0.00390688 0.00721271 0.00196015 0.        ]]"
12,"[[0.05152224 1.         0.00463985 0.00248793 0.        ]
 [0.1820286  1.         0.00718948 0.03321603 0.        ]
 [0.33287401 1.         0.         0.87618122 0.31343868]
 [0.00124826 0.00247935 0.         0.0704887  1.        ]
 [0.17493146 0.47647574 0.         1.         0.34592034]]"
13,"[[0.         0.43255402 0.65375056 0.66767966 1.        ]
 [0.         0.043198   0.06227268 0.62599891 1.        ]
 [0.         0.03887541 0.05595998 0.61876579 1.        ]
 [0.14300804 0.6102732  1.         0.         0.01689637]
 [0.         0.25171741 0.37528368 0.68155511 1.        ]]"
14,"[[4.97537190e-01 0.00000000e+00 2.07424880e-01 1.00000000e+00
  2.36086161e-01]
 [1.00579758e-01 1.00000000e+00 2.05000929e-01 0.00000000e+00
  1.80901875e-01]
 [1.00000000e+00 0.00000000e+00 1.77321339e-01 5.90380870e-02
  2.19082104e-01]
 [4.95889969e-01 0.00000000e+00 4.53732187e-01 2.53499382e-03
  1.00000000e+00]
 [8.27863319e-04 0.00000000e+00 1.55581070e-02 4.31779334e-06
  1.00000000e+00]]"
15,"[[7.49925125e-02 0.00000000e+00 1.00000000e+00 1.33066923e-02
  8.85395354e-01]
 [5.66088738e-02 0.00000000e+00 1.00000000e+00 1.29597907e-02
  7.71215932e-01]
 [0.00000000e+00 1.97226669e-02 1.00000000e+00 3.00533432e-02
  3.02414481e-01]
 [0.00000000e+00 1.07252841e-02 1.00000000e+00 1.20246201e-02
  4.80644547e-03]
 [0.00000000e+00 2.37718043e-03 1.00000000e+00 2.68182574e-03
  4.77347855e-04]]"
16,"[[8.76742684e-01 1.10668167e-01 1.00000000e+00 3.44114001e-01
  0.00000000e+00]
 [4.33686290e-04 0.00000000e+00 4.72188630e-04 1.00000000e+00
  6.82583718e-04]
 [3.17058393e-01 2.67120153e-03 1.00000000e+00 7.35361956e-04
  0.00000000e+00]
 [5.83209401e-01 5.85760066e-02 6.48638503e-01 1.00000000e+00
  0.00000000e+00]
 [3.92127030e-02 1.00000000e+00 3.50045292e-02 2.12097983e-03
  0.00000000e+00]]"
17,"[[0.32950145 0.1142721  0.07788183 1.         0.        ]
 [0.06529525 1.         0.         0.00413688 0.01327072]
 [1.         0.12441117 0.         0.00486323 0.00208393]
 [0.10127647 0.03925244 0.04882017 1.         0.        ]
 [0.01503081 0.00808412 1.         0.15761633 0.        ]]"
18,"[[0.00226009 0.         0.03726846 1.         0.04449361]
 [1.         0.44578    0.47014753 0.         0.34499146]
 [0.00462143 0.         0.12622749 1.         0.16659336]
 [0.7958334  1.         0.21704435 0.         0.19150476]
 [0.55189473 1.         0.06382374 0.         0.05441394]]"
19,"[[8.89452635e-01 5.35444199e-03 7.66655362e-03 0.00000000e+00
  1.00000000e+00]
 [1.00000000e+00 2.14074338e-03 3.08889049e-03 0.00000000e+00
  1.56569484e-01]
 [9.53891715e-03 1.91171413e-04 2.69282965e-04 0.00000000e+00
  1.00000000e+00]
 [1.00000000e+00 3.59589866e-01 5.87833613e-01 0.00000000e+00
  1.92535582e-01]
 [3.71031970e-04 1.00000000e+00 7.54551770e-02 1.22716485e-02
  0.00000000e+00]]"
20,"[[5.27328396e-01 1.00000000e+00 2.48485986e-02 0.00000000e+00
  8.97363708e-01]
 [1.00000000e+00 2.03117909e-03 2.42519735e-01 8.35266426e-02
  0.00000000e+00]
 [1.00000000e+00 4.94275613e-05 1.03831084e-04 0.00000000e+00
  4.09357473e-05]
 [1.00000000e+00 7.21546451e-02 1.51519121e-02 0.00000000e+00
  6.64940518e-02]
 [4.88985581e-02 1.00000000e+00 3.24720819e-03 0.00000000e+00
  8.03007059e-01]]"
21,"[[2.25101934e-04 8.90050888e-01 3.40454944e-03 4.64347296e-04
  1.91815437e-01 0.00000000e+00 1.25989937e-01 1.36536109e-01
  1.42139568e-02 1.00000000e+00]
 [2.18301390e-03 9.13552889e-02 4.27623030e-02 4.59464520e-03
  6.11950206e-01 0.00000000e+00 1.00000000e+00 4.70062406e-02
  4.33000278e-01 2.52514376e-01]
 [3.68041528e-03 1.02927168e-01 7.57931107e-02 7.77356796e-03
  5.79950167e-01 0.00000000e+00 8.63388883e-01 5.21830232e-02
  1.00000000e+00 2.68813194e-01]
 [3.04980103e-05 1.84129861e-02 4.86505874e-04 6.31909833e-05
  1.20696869e-01 0.00000000e+00 4.99257661e-02 6.27860236e-03
  2.33252251e-03 1.00000000e+00]
 [2.13692332e-03 3.55298559e-02 4.72239007e-02 4.53509651e-03
  1.79531710e-01 0.00000000e+00 2.49894991e-01 1.68142040e-02
  1.00000000e+00 9.07620590e-02]
 [2.47046325e-03 4.64177954e-02 5.36713735e-02 5.23700466e-03
  2.38264918e-01 0.00000000e+00 3.35714858e-01 2.24696298e-02
  1.00000000e+00 1.18601863e-01]
 [2.03049804e-03 8.83275710e-02 3.95942137e-02 4.27225038e-03
  6.04657777e-01 0.00000000e+00 1.00000000e+00 4.54509264e-02
  3.92249602e-01 2.45963106e-01]
 [4.39182372e-04 3.01283773e-03 1.10013847e-02 9.39521926e-04
  1.58974832e-02 0.00000000e+00 2.10848913e-02 9.55776091e-04
  1.00000000e+00 8.44002407e-03]
 [1.69112280e-03 8.08020395e-02 3.26214373e-02 3.55542241e-03
  5.85572543e-01 0.00000000e+00 1.00000000e+00 4.15472637e-02
  3.07182024e-01 2.29439484e-01]
 [1.36977375e-03 7.24309459e-02 2.61238362e-02 2.87744579e-03
  5.62446801e-01 0.00000000e+00 1.00000000e+00 3.71621653e-02
  2.33659789e-01 2.10582249e-01]]"
22,"[[1.90329790e-03 6.78921305e-03 1.00000000e+00 5.14646757e-03
  1.11646304e-03 4.78896821e-03 9.28347730e-05 2.27612723e-03
  0.00000000e+00 2.41536324e-01]
 [0.00000000e+00 2.61192972e-02 3.63136147e-01 1.00000000e+00
  7.51737588e-02 1.70945352e-02 6.38908753e-03 2.60758626e-03
  1.76298128e-03 5.00261300e-01]
 [1.80788809e-06 6.32828688e-06 1.21807377e-03 1.04794704e-05
  1.97301141e-06 4.57783387e-06 1.56005979e-07 2.18642897e-06
  0.00000000e+00 1.00000000e+00]
 [0.00000000e+00 4.14931420e-04 3.33200708e-03 1.00000000e+00
  7.22672564e-03 2.79899009e-04 1.08164627e-03 4.51207913e-05
  8.04273353e-04 4.05204540e-03]
 [6.25027296e-06 2.18697856e-05 1.00000000e+00 2.35236245e-05
  4.80924240e-06 1.56443895e-05 3.91276969e-07 7.49752164e-06
  0.00000000e+00 3.23652190e-03]
 [0.00000000e+00 2.37197930e-03 1.76172098e-02 1.00000000e+00
  6.44999775e-02 1.60845649e-03 8.80134033e-03 2.61872520e-04
  6.63031972e-03 2.11206987e-02]
 [4.17239540e-03 1.50957425e-02 1.00000000e+00 9.76619654e-03
  2.17173911e-03 1.05643910e-02 1.82289128e-04 4.98710599e-03
  0.00000000e+00 3.35660938e-01]
 [3.41886592e-03 4.53043989e-02 6.92539401e-01 9.38810067e-01
  8.81282382e-02 3.06302831e-02 5.81163330e-03 7.51601589e-03
  0.00000000e+00 1.00000000e+00]
 [0.00000000e+00 4.40825538e-03 4.54795114e-02 1.00000000e+00
  2.81106185e-02 2.92907499e-03 4.14007856e-03 4.59128763e-04
  2.74110244e-03 5.82150836e-02]
 [4.74117457e-02 1.99445524e-01 1.00000000e+00 5.06172544e-02
  1.27095489e-02 1.30269215e-01 1.12060548e-03 5.69869699e-02
  0.00000000e+00 6.21755656e-01]]"
23,"[[1.49109373e-02 6.05271136e-04 3.07390962e-03 1.68382303e-01
  8.59012522e-03 2.48318432e-04 3.75136186e-03 2.01075870e-03
  0.00000000e+00 1.00000000e+00]
 [1.03277926e-01 3.10152177e-04 1.49626409e-02 1.00000000e+00
  5.81554719e-03 0.00000000e+00 2.74722322e-03 1.45726652e-03
  3.80226576e-03 2.15885771e-01]
 [1.00000000e+00 4.14219851e-04 5.11885690e-02 2.36849161e-01
  7.12561461e-03 0.00000000e+00 3.51702523e-03 1.90576624e-03
  1.27624869e-02 1.15317018e-01]
 [4.78869007e-02 8.26463021e-02 1.40073770e-02 1.58104462e-01
  1.00000000e+00 6.74302055e-02 2.81954598e-01 1.55684742e-01
  0.00000000e+00 2.40014071e-01]
 [3.94937422e-03 1.76927469e-02 1.24057595e-03 1.11890128e-02
  1.00000000e+00 1.41301866e-02 8.51468225e-02 3.77682954e-02
  0.00000000e+00 1.56604144e-02]
 [4.83047026e-02 6.36777379e-03 1.09566120e-02 3.46902396e-01
  5.35846048e-02 4.45644733e-03 2.40160189e-02 1.40816867e-02
  0.00000000e+00 1.00000000e+00]
 [1.05974556e-01 3.15629778e-04 1.53062522e-02 1.00000000e+00
  5.91501674e-03 0.00000000e+00 2.79500170e-03 1.48280977e-03
  3.89217065e-03 2.18082405e-01]
 [1.31556663e-01 7.80045963e-02 3.48088588e-02 5.60486111e-01
  5.93255836e-01 6.28495304e-02 2.38792062e-01 1.43698219e-01
  0.00000000e+00 1.00000000e+00]
 [4.18531128e-04 3.35673944e-02 1.47450842e-04 9.62410788e-04
  1.76229038e-02 2.01033045e-02 1.69597625e-01 1.00000000e+00
  0.00000000e+00 1.22465768e-03]
 [1.20021279e-01 1.15226881e-01 3.33013352e-02 4.50250838e-01
  1.00000000e+00 9.38741153e-02 3.60178056e-01 2.11437744e-01
  0.00000000e+00 7.37788874e-01]]"
24,"[[5.08287123e-02 1.00000000e+00 2.66875278e-01 1.83860336e-02
  1.78772853e-01 1.22528134e-01 1.85685979e-01 2.75568648e-03
  0.00000000e+00 4.52393887e-02]
 [7.42503408e-05 1.00000000e+00 4.50860319e-04 1.73477644e-04
  3.22645521e-04 1.90685296e-03 3.33630288e-04 2.36925769e-05
  0.00000000e+00 4.91955834e-04]
 [0.00000000e+00 5.27293342e-02 5.51539870e-03 1.01752667e-01
  3.95730551e-03 6.84173558e-01 4.10050338e-03 2.52068356e-02
  1.82859447e-02 1.00000000e+00]
 [2.17299487e-02 1.00000000e+00 1.07743688e-01 1.13986787e-02
  7.45281195e-02 8.30933972e-02 7.72113927e-02 1.67587157e-03
  0.00000000e+00 2.88329213e-02]
 [5.01614735e-04 1.00000000e+00 1.57776886e-02 1.41050554e-02
  1.08515173e-02 2.37715261e-01 1.12830502e-02 1.81843493e-03
  0.00000000e+00 4.42002309e-02]
 [3.67773927e-06 1.00000000e+00 2.08591659e-05 6.96126851e-06
  1.49439820e-05 7.22002026e-05 1.54483367e-05 9.59499692e-07
  0.00000000e+00 1.94469632e-05]
 [0.00000000e+00 2.26792274e-02 2.53462455e-03 6.29909737e-02
  1.82475751e-03 2.20302446e-01 1.89018533e-03 1.45039902e-02
  1.04889058e-02 1.00000000e+00]
 [1.83174985e-03 1.00000000e+00 9.26292029e-03 2.03898872e-03
  6.60956409e-03 1.82042685e-02 6.83217317e-03 2.88292141e-04
  0.00000000e+00 5.47027566e-03]
 [0.00000000e+00 1.00000000e+00 2.75543904e-02 3.99985808e-02
  1.88841866e-02 8.79814149e-01 1.96509731e-02 7.83776078e-03
  3.27332863e-03 1.26558333e-01]
 [1.09723428e-01 1.00000000e+00 6.48147154e-01 2.68333414e-02
  4.12046340e-01 1.64258527e-01 4.29793124e-01 4.10081529e-03
  0.00000000e+00 6.42577578e-02]]"
25,"[[7.87386182e-02 0.00000000e+00 1.63144492e-01 1.42789082e-02
  2.97467659e-02 9.25343410e-02 2.94014144e-01 1.54702469e-01
  3.88217035e-02 1.00000000e+00]
 [2.01715158e-01 0.00000000e+00 2.27248336e-01 2.30755158e-02
  7.49056394e-02 1.36389919e-01 3.78277002e-01 4.24385795e-01
  9.72806039e-02 1.00000000e+00]
 [4.54414295e-03 9.25496991e-02 1.73308280e-01 1.00000000e+00
  0.00000000e+00 3.49643434e-01 1.08672408e-01 8.52291720e-03
  1.07132908e-03 6.24042939e-02]
 [2.11093525e-01 0.00000000e+00 2.56238927e-02 3.70396221e-03
  5.31065480e-02 1.73859116e-02 3.65595228e-02 1.00000000e+00
  7.30177049e-02 6.54777284e-02]
 [2.75008002e-02 0.00000000e+00 1.00651146e-01 7.49544281e-03
  1.01940878e-02 5.35072846e-02 2.00162044e-01 5.20928255e-02
  1.35142170e-02 1.00000000e+00]
 [3.97355953e-01 0.00000000e+00 1.83938756e-01 2.22265909e-02
  1.34612888e-01 1.17512810e-01 2.82242328e-01 1.00000000e+00
  1.76621375e-01 5.99128027e-01]
 [2.17962824e-03 6.01340632e-02 7.24329960e-02 1.00000000e+00
  0.00000000e+00 1.35105667e-01 4.72084167e-02 4.06294823e-03
  5.16891512e-04 2.80652995e-02]
 [2.05828176e-03 1.21442958e-02 1.99565445e-01 6.16362162e-02
  0.00000000e+00 1.00000000e+00 9.08571636e-02 3.98359084e-03
  4.71346767e-04 4.09137167e-02]
 [7.94286188e-04 0.00000000e+00 8.43369721e-03 4.37522120e-04
  2.53583801e-04 3.82953024e-03 2.21900986e-02 1.48085791e-03
  3.62221396e-04 1.00000000e+00]
 [3.60521641e-03 0.00000000e+00 1.64391783e-01 4.63811915e-03
  5.44122169e-04 5.50221500e-02 9.60935719e-01 7.16244725e-03
  1.18247471e-03 1.00000000e+00]]"
26,"[[3.71649840e-02 3.60246081e-02 0.00000000e+00 2.48796865e-01
  3.81143495e-03 1.04723470e-03 3.01673207e-03 5.69168625e-03
  4.62460944e-01 1.00000000e+00]
 [1.29947726e-03 1.24158349e-03 0.00000000e+00 1.00000000e+00
  8.90568799e-05 2.36953840e-05 6.98388371e-05 1.35939956e-04
  1.79166006e-02 4.94999635e-03]
 [1.66216414e-03 1.59195570e-03 0.00000000e+00 1.00000000e+00
  1.21062288e-04 3.23482865e-05 9.50547652e-05 1.84249409e-04
  6.10273997e-02 1.19662983e-02]
 [1.04605162e-03 1.00513425e-03 0.00000000e+00 5.30541609e-02
  8.30116848e-05 2.23217584e-05 6.52978250e-05 1.25788569e-04
  1.00000000e+00 2.62170651e-02]
 [1.00000000e+00 8.92396216e-01 2.07853087e-02 9.78522979e-02
  4.06395571e-02 2.57789136e-02 3.60990031e-02 5.23482717e-02
  2.92655048e-02 0.00000000e+00]
 [1.00000000e+00 9.01816616e-01 1.72987508e-02 1.41527760e-01
  4.03679848e-02 2.31279628e-02 3.51168779e-02 5.38458914e-02
  4.14142066e-02 0.00000000e+00]
 [5.25826321e-02 4.99509381e-02 0.00000000e+00 1.00000000e+00
  3.14279522e-03 8.28799307e-04 2.45822225e-03 4.82727129e-03
  1.80522090e-01 6.60989863e-02]
 [1.42114829e-01 1.34443500e-01 0.00000000e+00 1.00000000e+00
  7.74823544e-03 2.03210520e-03 6.05075429e-03 1.19475247e-02
  2.49589629e-01 9.63716253e-02]
 [1.41045596e-03 1.35510566e-03 0.00000000e+00 7.57437163e-02
  1.11531054e-04 2.99824528e-05 8.77245748e-05 1.69035819e-04
  1.00000000e+00 3.30931130e-02]
 [5.12059236e-02 4.96770665e-02 0.00000000e+00 3.06307932e-01
  5.39787883e-03 1.48696023e-03 4.27553992e-03 8.04687799e-03
  5.28098321e-01 1.00000000e+00]]"
27,"[[1.08444209e-03 8.52150933e-01 1.00000000e+00 0.00000000e+00
  2.47595561e-04 9.21341552e-03 4.52051037e-03 1.51514335e-03
  2.37529461e-03 2.58544046e-02]
 [3.03830423e-02 2.15149731e-01 2.07770207e-01 0.00000000e+00
  6.11492149e-03 1.00000000e+00 2.14065980e-01 4.52827521e-02
  8.07903255e-02 1.21593847e-02]
 [4.51956515e-02 5.97433476e-04 5.84887656e-04 5.55320521e-03
  8.52532362e-03 5.79271214e-03 2.29519489e-02 1.64680974e-01
  1.00000000e+00 0.00000000e+00]
 [2.64213787e-02 1.56670846e-01 1.51409995e-01 0.00000000e+00
  5.27599792e-03 1.00000000e+00 1.93946450e-01 3.95484538e-02
  7.12139324e-02 7.26441626e-03]
 [1.87041676e-01 1.62266202e-03 1.58896659e-03 1.83625924e-02
  2.89076520e-02 1.47907298e-02 5.30048284e-02 1.00000000e+00
  9.30925507e-01 0.00000000e+00]
 [2.98406437e-03 9.11073706e-01 1.00000000e+00 0.00000000e+00
  6.87333370e-04 2.38698786e-02 1.20793491e-02 4.15176518e-03
  6.45783532e-03 1.07368238e-01]
 [2.79812524e-01 1.30984643e-03 1.28506824e-03 2.14907258e-01
  1.00000000e+00 7.83067942e-03 1.68289637e-02 1.11354575e-01
  4.42199956e-02 0.00000000e+00]
 [3.47187842e-03 9.17949274e-01 1.00000000e+00 0.00000000e+00
  8.01115502e-04 2.74450974e-02 1.39722842e-02 4.82640019e-03
  7.49543188e-03 1.36798541e-01]
 [3.92196196e-02 4.12006206e-01 3.96949180e-01 0.00000000e+00
  8.02213089e-03 1.00000000e+00 2.54891949e-01 5.79422443e-02
  1.01477688e-01 2.89312937e-02]
 [6.21959729e-02 2.86018519e-03 2.79719648e-03 1.28459157e-02
  1.84583345e-02 3.74144805e-02 2.83208206e-01 1.26006590e-01
  1.00000000e+00 0.00000000e+00]]"
28,"[[6.00768392e-04 6.50495574e-06 0.00000000e+00 4.77770034e-03
  1.86315140e-05 8.60120517e-05 1.47563474e-05 1.00000000e+00
  6.55405805e-05 1.00115032e-04]
 [1.56474820e-01 2.28707539e-02 1.39397717e-03 1.00000000e+00
  2.98641938e-03 7.20894609e-01 0.00000000e+00 5.48842598e-01
  3.16894005e-02 9.87551420e-01]
 [6.42630452e-03 1.00000000e+00 8.38528943e-02 1.30081082e-02
  2.69985547e-04 5.02383676e-02 0.00000000e+00 1.09117175e-02
  2.25474110e-03 4.42673058e-02]
 [1.14297169e-01 1.06620520e-02 0.00000000e+00 1.00000000e+00
  3.51293144e-03 2.77705653e-01 1.59484382e-03 4.72846699e-01
  2.25297978e-02 3.60584029e-01]
 [1.00000000e+00 1.84820709e-06 0.00000000e+00 1.38386012e-04
  1.79488027e-05 1.77973970e-05 1.44090223e-05 2.43789155e-04
  7.83387891e-05 1.99603375e-05]
 [7.57797456e-01 1.98582468e-03 0.00000000e+00 3.44622897e-01
  1.00296556e-02 2.23355155e-02 8.06814644e-03 1.00000000e+00
  3.68988083e-02 2.54859388e-02]
 [3.72889112e-02 1.70808840e-03 0.00000000e+00 1.00000000e+00
  1.64201693e-03 3.22676776e-02 1.16319184e-03 2.52027906e-01
  6.69324328e-03 3.95522755e-02]
 [1.00000000e+00 1.14569523e-04 0.00000000e+00 7.60904336e-03
  1.26869714e-03 1.07378223e-03 1.01588642e-03 1.27741158e-02
  5.84174934e-03 1.20087021e-03]
 [2.20929767e-02 8.54259613e-04 0.00000000e+00 1.00000000e+00
  9.78248747e-04 1.52224128e-02 7.13601111e-04 1.78715111e-01
  3.81422302e-03 1.84865871e-02]
 [1.29147345e-01 1.38252413e-02 0.00000000e+00 1.00000000e+00
  3.22257740e-03 3.90223326e-01 9.47596063e-04 5.02079601e-01
  2.55281289e-02 5.15025918e-01]]"
29,"[[1.00000000e+00 9.05050387e-02 2.05431726e-02 2.61939846e-03
  1.43365166e-01 7.52118876e-03 1.32590306e-02 1.37874680e-01
  2.37445293e-02 0.00000000e+00]
 [1.00000000e+00 1.56041215e-02 2.46692002e-02 0.00000000e+00
  5.98208658e-01 9.65016568e-03 2.66418878e-03 2.10602301e-02
  4.94856936e-03 2.85228369e-03]
 [9.30949528e-04 1.87642224e-04 1.00000000e+00 0.00000000e+00
  2.16014707e-03 9.34775493e-03 4.56240520e-05 2.28558313e-04
  7.81184685e-05 1.49714340e-03]
 [1.00000000e+00 8.18862339e-02 1.93756050e-02 2.25954504e-03
  1.37179613e-01 7.07579925e-03 1.19989049e-02 1.24258469e-01
  2.15617290e-02 0.00000000e+00]
 [2.73362160e-02 4.64906229e-03 1.00000000e+00 0.00000000e+00
  7.77458083e-02 7.64865585e-02 1.07967749e-03 5.72977467e-03
  1.86982864e-03 1.86290532e-02]
 [1.00000000e+00 3.03253014e-03 1.68999098e-03 0.00000000e+00
  1.67688332e-02 6.29356095e-04 4.41892145e-04 4.32903327e-03
  8.47585921e-04 7.19206340e-05]
 [1.00000000e+00 7.94964639e-02 1.90388838e-02 2.16104590e-03
  1.35370240e-01 6.94767340e-03 1.16481797e-02 1.20498041e-01
  2.09533897e-02 0.00000000e+00]
 [1.03985362e-01 9.86200258e-03 9.96805273e-02 0.00000000e+00
  1.00000000e+00 2.99807037e-02 2.02823648e-03 1.25657689e-02
  3.61570585e-03 1.00656677e-02]
 [1.00000000e+00 1.23788784e-02 1.77994300e-02 0.00000000e+00
  3.76721680e-01 6.97894892e-03 2.08669452e-03 1.67787201e-02
  3.88632529e-03 2.00104230e-03]
 [3.47931887e-02 2.61848165e-01 3.26488701e-03 5.10431162e-03
  1.37478271e-02 1.33018776e-03 1.45194352e-02 1.00000000e+00
  2.70676177e-02 0.00000000e+00]]"
30,"[[2.47891848e-01 1.03242109e-01 4.62969951e-02 7.46398503e-01
  3.62757755e-02 1.12689978e-01 1.00000000e+00 0.00000000e+00
  2.91352105e-03 1.27250142e-04]
 [6.47568100e-01 6.45396594e-02 1.45703262e-02 4.52521761e-01
  0.00000000e+00 1.00000000e+00 1.85275658e-01 1.36179836e-01
  9.45250276e-01 1.56745453e-01]
 [3.35031092e-01 2.22465724e-02 1.23570172e-02 1.73186241e-01
  9.76369606e-03 1.00000000e+00 5.33154805e-02 0.00000000e+00
  1.49844916e-02 5.39374478e-04]
 [5.93003292e-01 4.92984060e-02 1.09068075e-02 3.92706512e-01
  0.00000000e+00 1.00000000e+00 1.47901937e-01 2.61340574e-02
  3.11631805e-01 3.45283826e-02]
 [4.40048742e-01 3.53149209e-02 1.80541514e-02 2.53425516e-01
  1.34116855e-02 1.00000000e+00 8.60697597e-02 0.00000000e+00
  3.97548840e-02 1.37044353e-03]
 [1.36070307e-01 1.66499263e-02 8.28586376e-03 1.00000000e+00
  6.63885774e-03 4.62126962e-02 8.74194834e-02 0.00000000e+00
  8.17145915e-04 3.49154462e-05]
 [4.26032001e-04 6.32108466e-05 1.50786737e-05 3.30287599e-04
  0.00000000e+00 5.65227507e-04 1.62423503e-04 2.83528910e-03
  1.00000000e+00 3.27185363e-03]
 [6.27907411e-01 5.85383327e-02 1.31134937e-02 4.30390618e-01
  0.00000000e+00 1.00000000e+00 1.70872055e-01 7.91783510e-02
  6.11238840e-01 9.36130133e-02]
 [2.58647736e-01 2.94234993e-02 6.75315794e-03 1.87488573e-01
  0.00000000e+00 3.77595119e-01 8.15947256e-02 1.44069154e-01
  1.00000000e+00 1.61769761e-01]
 [8.30706414e-02 7.31595577e-03 3.70940480e-03 1.00000000e+00
  2.98402139e-03 2.54584701e-02 3.50466686e-02 0.00000000e+00
  4.04490239e-04 1.71911806e-05]]"
